Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
31	842		31<-3<-29<-7<-37
32	436		32<-1<-7<-37
33	542		33<-49<-28<-1<-7<-37
34	872		34<-5<-17<-47<-1<-7<-37
35	838		35<-45<-26<-49<-28<-1<-7<-37
36	847		36<-8<-7<-37
37	0		37
38	929		38<-20<-28<-1<-7<-37
39	601		39<-32<-1<-7<-37
40	1074		40<-37
41	1157		41<-33<-49<-28<-1<-7<-37
42	975		42<-18<-31<-3<-29<-7<-37
43	909		43<-24<-33<-49<-28<-1<-7<-37
44	1261		44<-46<-10<-47<-1<-7<-37
45	778		45<-26<-49<-28<-1<-7<-37
46	841		46<-10<-47<-1<-7<-37
47	561		47<-1<-7<-37
48	1123		48<-27<-8<-7<-37
49	514		49<-28<-1<-7<-37
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 42
Cel	Dystans	Sciezka	
0	1328		0<-44<-11<-42
1	916		1<-43<-42
2	1040		2<-6<-4<-42
3	968		3<-11<-42
4	579		4<-42
5	1350		5<-15<-47<-42
6	917		6<-4<-42
7	842		7<-14<-43<-42
8	1878		8<-16<-39<-17<-42
9	859		9<-20<-43<-42
10	1122		10<-11<-42
11	405		11<-42
12	866		12<-42
13	931		13<-40<-48<-49<-42
14	813		14<-43<-42
15	524		15<-47<-42
16	1226		16<-39<-17<-42
17	951		17<-42
18	1079		18<-6<-4<-42
19	921		19<-49<-42
20	630		20<-43<-42
21	1094		21<-33<-42
22	837		22<-43<-42
23	1123		23<-36<-42
24	983		24<-22<-43<-42
25	1012		25<-29<-14<-43<-42
26	746		26<-4<-42
27	1103		27<-18<-6<-4<-42
28	813		28<-15<-47<-42
29	993		29<-14<-43<-42
30	884		30<-42
31	987		31<-15<-47<-42
32	916		32<-33<-42
33	871		33<-42
34	971		34<-36<-42
35	1175		35<-7<-14<-43<-42
36	563		36<-42
37	819		37<-20<-43<-42
38	1147		38<-28<-15<-47<-42
39	1087		39<-17<-42
40	674		40<-48<-49<-42
41	753		41<-48<-49<-42
42	0		42
43	69		43<-42
44	989		44<-11<-42
45	1057		45<-25<-29<-14<-43<-42
46	1153		46<-20<-43<-42
47	381		47<-42
48	489		48<-49<-42
49	452		49<-42
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 47
Cel	Dystans	Sciezka	
0	1060		0<-42<-7<-47
1	1351		1<-35<-36<-47
2	1394		2<-21<-25<-42<-7<-47
3	1364		3<-12<-43<-9<-22<-20<-7<-47
4	1066		4<-19<-38<-7<-47
5	1014		5<-38<-7<-47
6	1538		6<-16<-36<-47
7	215		7<-47
8	1370		8<-0<-42<-7<-47
9	952		9<-22<-20<-7<-47
10	1328		10<-26<-42<-7<-47
11	869		11<-25<-42<-7<-47
12	1127		12<-43<-9<-22<-20<-7<-47
13	1365		13<-49<-5<-38<-7<-47
14	1193		14<-5<-38<-7<-47
15	952		15<-16<-36<-47
16	739		16<-36<-47
17	1030		17<-7<-47
18	1357		18<-17<-7<-47
19	872		19<-38<-7<-47
20	882		20<-7<-47
21	1186		21<-25<-42<-7<-47
22	944		22<-20<-7<-47
23	1220		23<-30<-29<-45<-16<-36<-47
24	1341		24<-39<-36<-47
25	813		25<-42<-7<-47
26	930		26<-42<-7<-47
27	1084		27<-44<-36<-47
28	993		28<-9<-22<-20<-7<-47
29	871		29<-45<-16<-36<-47
30	936		30<-29<-45<-16<-36<-47
31	1449		31<-27<-44<-36<-47
32	1059		32<-15<-16<-36<-47
33	1004		33<-30<-29<-45<-16<-36<-47
34	1033		34<-22<-20<-7<-47
35	919		35<-36<-47
36	390		36<-47
37	845		37<-47
38	575		38<-7<-47
39	1029		39<-36<-47
40	1015		40<-45<-16<-36<-47
41	1138		41<-40<-45<-16<-36<-47
42	784		42<-7<-47
43	1119		43<-9<-22<-20<-7<-47
44	1057		44<-36<-47
45	829		45<-16<-36<-47
46	1126		46<-7<-47
47	0		47
48	1620		48<-31<-27<-44<-36<-47
49	1016		49<-5<-38<-7<-47
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 44
Cel	Dystans	Sciezka	
0	920		0<-14<-44
1	833		1<-4<-20<-44
2	514		2<-44
3	848		3<-37<-10<-44
4	823		4<-20<-44
5	964		5<-46<-24<-20<-44
6	957		6<-48<-36<-35<-24<-20<-44
7	658		7<-43<-44
8	1000		8<-31<-14<-44
9	1040		9<-49<-37<-10<-44
10	606		10<-44
11	1483		11<-9<-49<-37<-10<-44
12	1008		12<-43<-44
13	1117		13<-39<-10<-44
14	779		14<-44
15	793		15<-14<-44
16	1084		16<-43<-44
17	1548		17<-22<-29<-37<-10<-44
18	828		18<-35<-24<-20<-44
19	1205		19<-26<-39<-10<-44
20	244		20<-44
21	1836		21<-13<-39<-10<-44
22	1520		22<-29<-37<-10<-44
23	757		23<-44
24	431		24<-20<-44
25	1389		25<-15<-14<-44
26	973		26<-39<-10<-44
27	1594		27<-6<-48<-36<-35<-24<-20<-44
28	1158		28<-18<-35<-24<-20<-44
29	1441		29<-37<-10<-44
30	681		30<-44
31	960		31<-14<-44
32	695		32<-20<-44
33	1194		33<-44
34	1493		34<-13<-39<-10<-44
35	726		35<-24<-20<-44
36	824		36<-35<-24<-20<-44
37	806		37<-10<-44
38	1325		38<-13<-39<-10<-44
39	958		39<-10<-44
40	1184		40<-42<-30<-44
41	1030		41<-30<-44
42	881		42<-30<-44
43	464		43<-44
44	0		44
45	906		45<-1<-4<-20<-44
46	923		46<-24<-20<-44
47	1233		47<-30<-44
48	867		48<-36<-35<-24<-20<-44
49	999		49<-37<-10<-44
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 35
Cel	Dystans	Sciezka	
0	1658		0<-18<-44<-36<-25<-35
1	1469		1<-29<-19<-26<-35
2	1529		2<-16<-18<-44<-36<-25<-35
3	1143		3<-36<-25<-35
4	587		4<-35
5	1102		5<-44<-36<-25<-35
6	1436		6<-37<-36<-25<-35
7	1602		7<-4<-35
8	1181		8<-44<-36<-25<-35
9	1273		9<-25<-35
10	1598		10<-13<-3<-36<-25<-35
11	1383		11<-39<-31<-4<-35
12	1845		12<-45<-42<-4<-35
13	1362		13<-3<-36<-25<-35
14	1677		14<-23<-11<-39<-31<-4<-35
15	1570		15<-35
16	1185		16<-18<-44<-36<-25<-35
17	1359		17<-33<-42<-4<-35
18	1119		18<-44<-36<-25<-35
19	911		19<-26<-35
20	1495		20<-36<-25<-35
21	1436		21<-8<-44<-36<-25<-35
22	1234		22<-19<-26<-35
23	1436		23<-11<-39<-31<-4<-35
24	1610		24<-29<-19<-26<-35
25	716		25<-35
26	753		26<-35
27	1870		27<-47<-33<-42<-4<-35
28	1837		28<-2<-16<-18<-44<-36<-25<-35
29	996		29<-19<-26<-35
30	1514		30<-37<-36<-25<-35
31	821		31<-4<-35
32	1821		32<-29<-19<-26<-35
33	1321		33<-42<-4<-35
34	1420		34<-29<-19<-26<-35
35	0		35
36	992		36<-25<-35
37	1010		37<-36<-25<-35
38	1719		38<-1<-29<-19<-26<-35
39	918		39<-31<-4<-35
40	1774		40<-5<-44<-36<-25<-35
41	1354		41<-35
42	1099		42<-4<-35
43	1610		43<-42<-4<-35
44	1001		44<-36<-25<-35
45	1649		45<-42<-4<-35
46	896		46<-31<-4<-35
47	1399		47<-33<-42<-4<-35
48	1594		48<-19<-26<-35
49	2278		49<-30<-37<-36<-25<-35
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	431		1<-0
2	733		2<-1<-0
3	453		3<-0
4	608		4<-21<-0
5	833		5<-48<-0
6	556		6<-22<-1<-0
7	642		7<-27<-10<-8<-49<-19<-25<-0
8	567		8<-49<-19<-25<-0
9	531		9<-49<-19<-25<-0
10	580		10<-8<-49<-19<-25<-0
11	686		11<-37<-27<-10<-8<-49<-19<-25<-0
12	675		12<-26<-28<-40<-25<-0
13	912		13<-20<-30<-6<-22<-1<-0
14	851		14<-1<-0
15	896		15<-11<-37<-27<-10<-8<-49<-19<-25<-0
16	976		16<-12<-26<-28<-40<-25<-0
17	435		17<-1<-0
18	1038		18<-13<-20<-30<-6<-22<-1<-0
19	423		19<-25<-0
20	747		20<-30<-6<-22<-1<-0
21	538		21<-0
22	518		22<-1<-0
23	1156		23<-21<-0
24	118		24<-0
25	250		25<-0
26	653		26<-28<-40<-25<-0
27	598		27<-10<-8<-49<-19<-25<-0
28	607		28<-40<-25<-0
29	1022		29<-21<-0
30	707		30<-6<-22<-1<-0
31	1017		31<-3<-0
32	705		32<-24<-0
33	1325		33<-13<-20<-30<-6<-22<-1<-0
34	636		34<-9<-49<-19<-25<-0
35	805		35<-22<-1<-0
36	1572		36<-4<-21<-0
37	640		37<-27<-10<-8<-49<-19<-25<-0
38	1043		38<-37<-27<-10<-8<-49<-19<-25<-0
39	816		39<-45<-26<-28<-40<-25<-0
40	368		40<-25<-0
41	906		41<-7<-27<-10<-8<-49<-19<-25<-0
42	914		42<-28<-40<-25<-0
43	956		43<-25<-0
44	770		44<-20<-30<-6<-22<-1<-0
45	721		45<-26<-28<-40<-25<-0
46	650		46<-8<-49<-19<-25<-0
47	1037		47<-49<-19<-25<-0
48	750		48<-0
49	487		49<-19<-25<-0
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	1807		0<-6<-19<-7
1	624		1<-32<-7
2	695		2<-23<-32<-7
3	976		3<-30<-45<-7
4	413		4<-7
5	1358		5<-3<-30<-45<-7
6	632		6<-19<-7
7	0		7
8	724		8<-30<-45<-7
9	980		9<-47<-7
10	934		10<-16<-34<-43<-4<-7
11	720		11<-44<-34<-43<-4<-7
12	975		12<-39<-43<-4<-7
13	812		13<-7
14	1049		14<-19<-7
15	684		15<-7
16	605		16<-34<-43<-4<-7
17	1123		17<-1<-32<-7
18	671		18<-31<-4<-7
19	431		19<-7
20	743		20<-38<-39<-43<-4<-7
21	706		21<-47<-7
22	1131		22<-18<-31<-4<-7
23	692		23<-32<-7
24	973		24<-42<-30<-45<-7
25	802		25<-4<-7
26	1104		26<-12<-39<-43<-4<-7
27	854		27<-7
28	815		28<-21<-47<-7
29	1231		29<-12<-39<-43<-4<-7
30	524		30<-45<-7
31	649		31<-4<-7
32	473		32<-7
33	914		33<-41<-31<-4<-7
34	510		34<-43<-4<-7
35	1142		35<-47<-7
36	734		36<-2<-23<-32<-7
37	842		37<-41<-31<-4<-7
38	589		38<-39<-43<-4<-7
39	561		39<-43<-4<-7
40	1212		40<-8<-30<-45<-7
41	838		41<-31<-4<-7
42	747		42<-30<-45<-7
43	494		43<-4<-7
44	518		44<-34<-43<-4<-7
45	491		45<-7
46	1077		46<-45<-7
47	401		47<-7
48	736		48<-45<-7
49	684		49<-43<-4<-7
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	1154		0<-27<-7<-5
1	1351		1<-29<-48<-5
2	1231		2<-37<-14<-5
3	893		3<-48<-5
4	1908		4<-6<-21<-5
5	0		5
6	793		6<-21<-5
7	600		7<-5
8	966		8<-6<-21<-5
9	1402		9<-44<-28<-39<-5
10	1082		10<-29<-48<-5
11	977		11<-14<-5
12	1543		12<-28<-39<-5
13	1241		13<-36<-48<-5
14	858		14<-5
15	1177		15<-8<-6<-21<-5
16	980		16<-29<-48<-5
17	1291		17<-14<-5
18	1306		18<-39<-5
19	1071		19<-6<-21<-5
20	1201		20<-19<-6<-21<-5
21	743		21<-5
22	1346		22<-33<-35<-16<-29<-48<-5
23	1024		23<-39<-5
24	1352		24<-25<-11<-14<-5
25	1299		25<-11<-14<-5
26	1399		26<-24<-25<-11<-14<-5
27	1096		27<-7<-5
28	789		28<-39<-5
29	852		29<-48<-5
30	1057		30<-5
31	1134		31<-11<-14<-5
32	1239		32<-42<-29<-48<-5
33	1129		33<-35<-16<-29<-48<-5
34	1036		34<-35<-16<-29<-48<-5
35	1022		35<-16<-29<-48<-5
36	1080		36<-48<-5
37	1089		37<-14<-5
38	1528		38<-19<-6<-21<-5
39	687		39<-5
40	1367		40<-22<-33<-35<-16<-29<-48<-5
41	1118		41<-43<-44<-28<-39<-5
42	1210		42<-29<-48<-5
43	1020		43<-44<-28<-39<-5
44	834		44<-28<-39<-5
45	1400		45<-24<-25<-11<-14<-5
46	1333		46<-30<-5
47	1144		47<-3<-48<-5
48	602		48<-5
49	1418		49<-17<-14<-5
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 45
Cel	Dystans	Sciezka	
0	655		0<-23<-26<-45
1	367		1<-26<-45
2	790		2<-29<-13<-43<-49<-45
3	1027		3<-43<-49<-45
4	1075		4<-14<-17<-41<-26<-45
5	743		5<-11<-12<-23<-26<-45
6	1351		6<-35<-10<-41<-26<-45
7	785		7<-16<-9<-32<-26<-45
8	713		8<-13<-43<-49<-45
9	578		9<-32<-26<-45
10	346		10<-41<-26<-45
11	624		11<-12<-23<-26<-45
12	461		12<-23<-26<-45
13	497		13<-43<-49<-45
14	596		14<-17<-41<-26<-45
15	558		15<-17<-41<-26<-45
16	731		16<-9<-32<-26<-45
17	264		17<-41<-26<-45
18	1217		18<-11<-12<-23<-26<-45
19	794		19<-25<-10<-41<-26<-45
20	1031		20<-42<-26<-45
21	1189		21<-3<-43<-49<-45
22	831		22<-13<-43<-49<-45
23	220		23<-26<-45
24	1234		24<-7<-16<-9<-32<-26<-45
25	709		25<-10<-41<-26<-45
26	1		26<-45
27	1393		27<-1<-26<-45
28	633		28<-45
29	589		29<-13<-43<-49<-45
30	727		30<-43<-49<-45
31	1069		31<-35<-10<-41<-26<-45
32	429		32<-26<-45
33	625		33<-26<-45
34	1130		34<-25<-10<-41<-26<-45
35	908		35<-10<-41<-26<-45
36	1335		36<-33<-26<-45
37	558		37<-10<-41<-26<-45
38	1456		38<-20<-42<-26<-45
39	1411		39<-12<-23<-26<-45
40	914		40<-26<-45
41	143		41<-26<-45
42	719		42<-26<-45
43	311		43<-49<-45
44	717		44<-37<-10<-41<-26<-45
45	0		45
46	853		46<-11<-12<-23<-26<-45
47	972		47<-8<-13<-43<-49<-45
48	866		48<-45
49	302		49<-45
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 37
Cel	Dystans	Sciezka	
0	1561		0<-40<-39<-5<-37
1	1650		1<-28<-37
2	838		2<-37
3	1157		3<-37
4	1662		4<-44<-31<-5<-37
5	572		5<-37
6	1388		6<-26<-37
7	1399		7<-34<-5<-37
8	1298		8<-29<-27<-19<-37
9	1222		9<-11<-37
10	1230		10<-46<-41<-19<-37
11	1052		11<-37
12	1682		12<-34<-5<-37
13	1503		13<-19<-37
14	1436		14<-30<-31<-5<-37
15	1538		15<-43<-5<-37
16	1468		16<-3<-37
17	1959		17<-32<-13<-19<-37
18	1226		18<-5<-37
19	379		19<-37
20	1346		20<-24<-41<-19<-37
21	1040		21<-46<-41<-19<-37
22	2069		22<-32<-13<-19<-37
23	1304		23<-21<-46<-41<-19<-37
24	1176		24<-41<-19<-37
25	1764		25<-43<-5<-37
26	681		26<-37
27	1202		27<-19<-37
28	961		28<-37
29	1222		29<-27<-19<-37
30	1097		30<-31<-5<-37
31	666		31<-5<-37
32	1680		32<-13<-19<-37
33	1198		33<-24<-41<-19<-37
34	836		34<-5<-37
35	1516		35<-16<-3<-37
36	1067		36<-26<-37
37	0		37
38	1342		38<-21<-46<-41<-19<-37
39	1060		39<-5<-37
40	1265		40<-39<-5<-37
41	463		41<-19<-37
42	1462		42<-48<-2<-37
43	1035		43<-5<-37
44	1092		44<-31<-5<-37
45	1559		45<-16<-3<-37
46	782		46<-41<-19<-37
47	1977		47<-17<-32<-13<-19<-37
48	984		48<-2<-37
49	1353		49<-48<-2<-37
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	949		0<-36<-18<-39<-40<-34
1	1009		1<-39<-40<-34
2	1420		2<-28<-10<-39<-40<-34
3	2060		3<-47<-21<-39<-40<-34
4	932		4<-5<-27<-34
5	535		5<-27<-34
6	1291		6<-11<-49<-40<-34
7	1425		7<-5<-27<-34
8	1819		8<-44<-24<-19<-35<-34
9	1005		9<-28<-10<-39<-40<-34
10	865		10<-39<-40<-34
11	994		11<-49<-40<-34
12	1577		12<-49<-40<-34
13	1031		13<-18<-39<-40<-34
14	1051		14<-40<-34
15	1221		15<-27<-34
16	1414		16<-36<-18<-39<-40<-34
17	1327		17<-26<-35<-34
18	738		18<-39<-40<-34
19	856		19<-35<-34
20	1284		20<-35<-34
21	1086		21<-39<-40<-34
22	1212		22<-43<-39<-40<-34
23	1771		23<-27<-34
24	1238		24<-19<-35<-34
25	1394		25<-47<-21<-39<-40<-34
26	1221		26<-35<-34
27	292		27<-34
28	910		28<-10<-39<-40<-34
29	523		29<-34
30	1567		30<-21<-39<-40<-34
31	1771		31<-40<-34
32	1166		32<-5<-27<-34
33	1378		33<-48<-13<-18<-39<-40<-34
34	0		34
35	760		35<-34
36	873		36<-18<-39<-40<-34
37	1032		37<-35<-34
38	1123		38<-4<-5<-27<-34
39	554		39<-40<-34
40	183		40<-34
41	704		41<-29<-34
42	1647		42<-25<-47<-21<-39<-40<-34
43	1166		43<-39<-40<-34
44	1530		44<-24<-19<-35<-34
45	1818		45<-34
46	1195		46<-29<-34
47	1108		47<-21<-39<-40<-34
48	1076		48<-13<-18<-39<-40<-34
49	984		49<-40<-34
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1146		0<-34<-12<-22<-8<-18
1	1146		1<-13<-21<-28<-18
2	1158		2<-28<-18
3	400		3<-18
4	927		4<-29<-18
5	879		5<-39<-10<-6<-22<-8<-18
6	569		6<-22<-8<-18
7	907		7<-17<-44<-28<-18
8	255		8<-18
9	1055		9<-14<-47<-18
10	694		10<-6<-22<-8<-18
11	743		11<-6<-22<-8<-18
12	418		12<-22<-8<-18
13	780		13<-21<-28<-18
14	612		14<-47<-18
15	676		15<-28<-18
16	994		16<-35<-7<-17<-44<-28<-18
17	656		17<-44<-28<-18
18	0		18
19	1141		19<-11<-6<-22<-8<-18
20	992		20<-33<-22<-8<-18
21	243		21<-28<-18
22	407		22<-8<-18
23	862		23<-14<-47<-18
24	1320		24<-5<-39<-10<-6<-22<-8<-18
25	884		25<-28<-18
26	906		26<-21<-28<-18
27	2084		27<-12<-22<-8<-18
28	44		28<-18
29	156		29<-18
30	732		30<-17<-44<-28<-18
31	783		31<-15<-28<-18
32	852		32<-6<-22<-8<-18
33	425		33<-22<-8<-18
34	795		34<-12<-22<-8<-18
35	938		35<-7<-17<-44<-28<-18
36	619		36<-29<-18
37	1228		37<-38<-4<-29<-18
38	945		38<-4<-29<-18
39	875		39<-10<-6<-22<-8<-18
40	1026		40<-48<-3<-18
41	777		41<-10<-6<-22<-8<-18
42	732		42<-14<-47<-18
43	1200		43<-19<-11<-6<-22<-8<-18
44	286		44<-28<-18
45	1241		45<-41<-10<-6<-22<-8<-18
46	1052		46<-35<-7<-17<-44<-28<-18
47	461		47<-18
48	812		48<-3<-18
49	1260		49<-37<-38<-4<-29<-18
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	644		0<-5<-11<-1<-15
1	271		1<-15
2	967		2<-11<-1<-15
3	830		3<-37<-40<-1<-15
4	593		4<-25<-35<-16<-12<-15
5	565		5<-11<-1<-15
6	784		6<-11<-1<-15
7	1201		7<-27<-21<-4<-25<-35<-16<-12<-15
8	962		8<-17<-35<-16<-12<-15
9	498		9<-35<-16<-12<-15
10	1058		10<-34<-11<-1<-15
11	351		11<-1<-15
12	93		12<-15
13	958		13<-24<-36<-16<-12<-15
14	825		14<-41<-38<-40<-1<-15
15	0		15
16	148		16<-12<-15
17	959		17<-35<-16<-12<-15
18	993		18<-2<-11<-1<-15
19	851		19<-26<-42<-40<-1<-15
20	678		20<-37<-40<-1<-15
21	633		21<-4<-25<-35<-16<-12<-15
22	703		22<-5<-11<-1<-15
23	302		23<-15
24	816		24<-36<-16<-12<-15
25	434		25<-35<-16<-12<-15
26	694		26<-42<-40<-1<-15
27	699		27<-21<-4<-25<-35<-16<-12<-15
28	1126		28<-11<-1<-15
29	759		29<-5<-11<-1<-15
30	718		30<-42<-40<-1<-15
31	665		31<-12<-15
32	882		32<-30<-42<-40<-1<-15
33	782		33<-27<-21<-4<-25<-35<-16<-12<-15
34	576		34<-11<-1<-15
35	220		35<-16<-12<-15
36	279		36<-16<-12<-15
37	439		37<-40<-1<-15
38	695		38<-40<-1<-15
39	715		39<-36<-16<-12<-15
40	374		40<-1<-15
41	749		41<-38<-40<-1<-15
42	558		42<-40<-1<-15
43	886		43<-14<-41<-38<-40<-1<-15
44	720		44<-21<-4<-25<-35<-16<-12<-15
45	574		45<-5<-11<-1<-15
46	1032		46<-37<-40<-1<-15
47	1462		47<-46<-37<-40<-1<-15
48	474		48<-25<-35<-16<-12<-15
49	1202		49<-48<-25<-35<-16<-12<-15
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	586		0<-13<-47<-30
1	1001		1<-24<-29<-30
2	879		2<-21<-3<-28<-36<-30
3	663		3<-28<-36<-30
4	893		4<-41<-28<-36<-30
5	1322		5<-42<-43<-29<-30
6	927		6<-21<-3<-28<-36<-30
7	1925		7<-26<-47<-30
8	1118		8<-20<-39<-28<-36<-30
9	1099		9<-33<-40<-13<-47<-30
10	1386		10<-23<-45<-28<-36<-30
11	1692		11<-12<-30
12	535		12<-30
13	470		13<-47<-30
14	1069		14<-27<-28<-36<-30
15	1066		15<-6<-21<-3<-28<-36<-30
16	712		16<-43<-29<-30
17	1897		17<-20<-39<-28<-36<-30
18	867		18<-44<-39<-28<-36<-30
19	1011		19<-44<-39<-28<-36<-30
20	833		20<-39<-28<-36<-30
21	825		21<-3<-28<-36<-30
22	1191		22<-35<-45<-28<-36<-30
23	1268		23<-45<-28<-36<-30
24	820		24<-29<-30
25	1378		25<-12<-30
26	939		26<-47<-30
27	800		27<-28<-36<-30
28	294		28<-36<-30
29	122		29<-30
30	0		30
31	1074		31<-43<-29<-30
32	1623		32<-29<-30
33	1067		33<-40<-13<-47<-30
34	865		34<-37<-29<-30
35	868		35<-45<-28<-36<-30
36	273		36<-30
37	841		37<-29<-30
38	378		38<-28<-36<-30
39	333		39<-28<-36<-30
40	816		40<-13<-47<-30
41	823		41<-28<-36<-30
42	868		42<-43<-29<-30
43	652		43<-29<-30
44	771		44<-39<-28<-36<-30
45	532		45<-28<-36<-30
46	1108		46<-33<-40<-13<-47<-30
47	224		47<-30
48	752		48<-0<-13<-47<-30
49	971		49<-27<-28<-36<-30
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	1303		0<-41<-2<-21<-1<-11
1	463		1<-11
2	605		2<-21<-1<-11
3	727		3<-11
4	762		4<-10<-14<-49<-1<-11
5	1302		5<-36<-49<-1<-11
6	189		6<-11
7	1069		7<-34<-22<-39<-10<-14<-49<-1<-11
8	1137		8<-19<-35<-12<-22<-39<-10<-14<-49<-1<-11
9	673		9<-21<-1<-11
10	640		10<-14<-49<-1<-11
11	0		11
12	745		12<-22<-39<-10<-14<-49<-1<-11
13	760		13<-12<-22<-39<-10<-14<-49<-1<-11
14	555		14<-49<-1<-11
15	1440		15<-11
16	1036		16<-38<-22<-39<-10<-14<-49<-1<-11
17	736		17<-14<-49<-1<-11
18	981		18<-21<-1<-11
19	967		19<-35<-12<-22<-39<-10<-14<-49<-1<-11
20	1421		20<-17<-14<-49<-1<-11
21	533		21<-1<-11
22	709		22<-39<-10<-14<-49<-1<-11
23	953		23<-46<-6<-11
24	573		24<-49<-1<-11
25	744		25<-17<-14<-49<-1<-11
26	785		26<-17<-14<-49<-1<-11
27	722		27<-10<-14<-49<-1<-11
28	128		28<-11
29	1139		29<-12<-22<-39<-10<-14<-49<-1<-11
30	772		30<-49<-1<-11
31	1918		31<-19<-35<-12<-22<-39<-10<-14<-49<-1<-11
32	1339		32<-16<-38<-22<-39<-10<-14<-49<-1<-11
33	1042		33<-10<-14<-49<-1<-11
34	833		34<-22<-39<-10<-14<-49<-1<-11
35	966		35<-12<-22<-39<-10<-14<-49<-1<-11
36	1042		36<-49<-1<-11
37	890		37<-25<-17<-14<-49<-1<-11
38	936		38<-22<-39<-10<-14<-49<-1<-11
39	676		39<-10<-14<-49<-1<-11
40	558		40<-28<-11
41	630		41<-2<-21<-1<-11
42	1046		42<-2<-21<-1<-11
43	1135		43<-35<-12<-22<-39<-10<-14<-49<-1<-11
44	1132		44<-26<-17<-14<-49<-1<-11
45	993		45<-40<-28<-11
46	308		46<-6<-11
47	842		47<-6<-11
48	1350		48<-25<-17<-14<-49<-1<-11
49	497		49<-1<-11
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	479		0<-8<-27
1	640		1<-15<-27
2	735		2<-47<-15<-27
3	860		3<-41<-40<-29<-9<-23<-27
4	527		4<-0<-8<-27
5	1107		5<-44<-27
6	958		6<-23<-27
7	607		7<-24<-23<-27
8	288		8<-27
9	442		9<-23<-27
10	496		10<-0<-8<-27
11	937		11<-35<-29<-9<-23<-27
12	1518		12<-3<-41<-40<-29<-9<-23<-27
13	705		13<-47<-15<-27
14	767		14<-26<-30<-27
15	263		15<-27
16	829		16<-13<-47<-15<-27
17	952		17<-15<-27
18	653		18<-29<-9<-23<-27
19	562		19<-0<-8<-27
20	558		20<-29<-9<-23<-27
21	637		21<-38<-10<-0<-8<-27
22	657		22<-7<-24<-23<-27
23	119		23<-27
24	355		24<-23<-27
25	716		25<-31<-47<-15<-27
26	520		26<-30<-27
27	0		27
28	627		28<-7<-24<-23<-27
29	454		29<-9<-23<-27
30	443		30<-27
31	515		31<-47<-15<-27
32	1203		32<-19<-0<-8<-27
33	1138		33<-9<-23<-27
34	1477		34<-8<-27
35	589		35<-29<-9<-23<-27
36	1115		36<-10<-0<-8<-27
37	793		37<-24<-23<-27
38	541		38<-10<-0<-8<-27
39	874		39<-1<-15<-27
40	497		40<-29<-9<-23<-27
41	586		41<-40<-29<-9<-23<-27
42	860		42<-15<-27
43	604		43<-31<-47<-15<-27
44	751		44<-27
45	834		45<-1<-15<-27
46	648		46<-1<-15<-27
47	304		47<-15<-27
48	331		48<-27
49	759		49<-38<-10<-0<-8<-27
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	614		0<-22<-1
1	0		1
2	599		2<-36<-5<-1
3	642		3<-46<-22<-1
4	940		4<-40<-34<-1
5	85		5<-1
6	699		6<-14<-26<-1
7	781		7<-23<-8<-9<-18<-26<-1
8	608		8<-9<-18<-26<-1
9	415		9<-18<-26<-1
10	373		10<-37<-36<-5<-1
11	644		11<-10<-37<-36<-5<-1
12	769		12<-31<-34<-1
13	614		13<-37<-36<-5<-1
14	330		14<-26<-1
15	722		15<-11<-10<-37<-36<-5<-1
16	624		16<-2<-36<-5<-1
17	862		17<-39<-18<-26<-1
18	369		18<-26<-1
19	912		19<-29<-31<-34<-1
20	1364		20<-5<-1
21	935		21<-32<-36<-5<-1
22	407		22<-1
23	667		23<-8<-9<-18<-26<-1
24	703		24<-13<-37<-36<-5<-1
25	347		25<-45<-36<-5<-1
26	307		26<-1
27	725		27<-37<-36<-5<-1
