Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
37	1756		37<-28<-29<-44<-10
38	1867		38<-3<-43<-6<-44<-10
39	618		39<-44<-10
40	1176		40<-44<-10
41	2173		41<-49<-40<-44<-10
42	1405		42<-9<-39<-44<-10
43	1502		43<-6<-44<-10
44	95		44<-10
45	1746		45<-10
46	2301		46<-27<-39<-44<-10
47	3015		47<-35<-45<-10
48	1711		48<-10
49	1707		49<-40<-44<-10
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	552		1<-0
2	1396		2<-38<-42<-1<-0
3	1439		3<-49<-16<-37<-1<-0
4	3465		4<-38<-42<-1<-0
5	1767		5<-6<-38<-42<-1<-0
6	1629		6<-38<-42<-1<-0
7	1641		7<-40<-44<-38<-42<-1<-0
8	1633		8<-37<-1<-0
9	2451		9<-47<-30<-37<-1<-0
10	2352		10<-11<-40<-44<-38<-42<-1<-0
11	1580		11<-40<-44<-38<-42<-1<-0
12	2223		12<-11<-40<-44<-38<-42<-1<-0
13	1777		13<-38<-42<-1<-0
14	3554		14<-44<-38<-42<-1<-0
15	1935		15<-39<-49<-16<-37<-1<-0
16	1031		16<-37<-1<-0
17	2478		17<-37<-1<-0
18	1543		18<-38<-42<-1<-0
19	1999		19<-38<-42<-1<-0
20	3612		20<-41<-27<-26<-42<-1<-0
21	1677		21<-49<-16<-37<-1<-0
22	2210		22<-40<-44<-38<-42<-1<-0
23	1585		23<-49<-16<-37<-1<-0
24	1365		24<-49<-16<-37<-1<-0
25	1461		25<-26<-42<-1<-0
26	875		26<-42<-1<-0
27	1270		27<-26<-42<-1<-0
28	4722		28<-43<-6<-38<-42<-1<-0
29	1746		29<-30<-37<-1<-0
30	1671		30<-37<-1<-0
31	2182		31<-44<-38<-42<-1<-0
32	1425		32<-49<-16<-37<-1<-0
33	1558		33<-44<-38<-42<-1<-0
34	1188		34<-42<-1<-0
35	1932		35<-47<-30<-37<-1<-0
36	1354		36<-1<-0
37	995		37<-1<-0
38	1016		38<-42<-1<-0
39	1836		39<-49<-16<-37<-1<-0
40	1452		40<-44<-38<-42<-1<-0
41	1517		41<-27<-26<-42<-1<-0
42	765		42<-1<-0
43	1953		43<-6<-38<-42<-1<-0
44	1169		44<-38<-42<-1<-0
45	1785		45<-0
46	1721		46<-0
47	1914		47<-30<-37<-1<-0
48	2163		48<-42<-1<-0
49	1287		49<-16<-37<-1<-0
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 45
Cel	Dystans	Sciezka	
0	875		0<-37<-5<-45
1	643		1<-39<-44<-16<-45
2	1174		2<-3<-45
3	195		3<-45
4	823		4<-45
5	349		5<-45
6	2141		6<-37<-5<-45
7	2854		7<-44<-16<-45
8	1494		8<-39<-44<-16<-45
9	2105		9<-43<-5<-45
10	2590		10<-37<-5<-45
11	1141		11<-39<-44<-16<-45
12	1284		12<-40<-3<-45
13	2565		13<-42<-16<-45
14	521		14<-44<-16<-45
15	1029		15<-44<-16<-45
16	202		16<-45
17	878		17<-16<-45
18	2201		18<-39<-44<-16<-45
19	376		19<-44<-16<-45
20	986		20<-37<-5<-45
21	649		21<-49<-37<-5<-45
22	1278		22<-44<-16<-45
23	1583		23<-40<-3<-45
24	907		24<-44<-16<-45
25	1435		25<-24<-44<-16<-45
26	1836		26<-43<-5<-45
27	1554		27<-46<-44<-16<-45
28	1042		28<-44<-16<-45
29	478		29<-44<-16<-45
30	1269		30<-45
31	1174		31<-48<-1<-39<-44<-16<-45
32	1383		32<-38<-36<-45
33	1454		33<-46<-44<-16<-45
34	3344		34<-47<-15<-44<-16<-45
35	869		35<-40<-3<-45
36	1011		36<-45
37	373		37<-5<-45
38	1253		38<-36<-45
39	537		39<-44<-16<-45
40	857		40<-3<-45
41	1643		41<-37<-5<-45
42	1090		42<-16<-45
43	1258		43<-5<-45
44	249		44<-16<-45
45	0		45
46	1002		46<-44<-16<-45
47	1974		47<-15<-44<-16<-45
48	775		48<-1<-39<-44<-16<-45
49	638		49<-37<-5<-45
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 43
Cel	Dystans	Sciezka	
0	1398		0<-39<-7<-43
1	1887		1<-46<-2<-43
2	180		2<-43
3	1828		3<-43
4	1844		4<-40<-17<-39<-7<-43
5	2132		5<-37<-30<-29<-43
6	1545		6<-37<-30<-29<-43
7	25		7<-43
8	1814		8<-7<-43
9	925		9<-46<-2<-43
10	2313		10<-46<-2<-43
11	1471		11<-45<-2<-43
12	1791		12<-39<-7<-43
13	1706		13<-40<-17<-39<-7<-43
14	1522		14<-49<-43
15	1843		15<-47<-14<-49<-43
16	1673		16<-45<-2<-43
17	1160		17<-39<-7<-43
18	2419		18<-48<-36<-44<-43
19	2165		19<-48<-36<-44<-43
20	2258		20<-48<-36<-44<-43
21	1795		21<-47<-14<-49<-43
22	1301		22<-44<-43
23	1854		23<-49<-43
24	1635		24<-46<-2<-43
25	2092		25<-42<-37<-30<-29<-43
26	2206		26<-44<-43
27	1919		27<-40<-17<-39<-7<-43
28	789		28<-29<-43
29	435		29<-43
30	903		30<-29<-43
31	1667		31<-30<-29<-43
32	1746		32<-48<-36<-44<-43
33	1527		33<-39<-7<-43
34	1813		34<-35<-43
35	1695		35<-43
36	1416		36<-44<-43
37	1425		37<-30<-29<-43
38	2190		38<-1<-46<-2<-43
39	770		39<-7<-43
40	1348		40<-17<-39<-7<-43
41	1933		41<-43
42	1862		42<-37<-30<-29<-43
43	0		43
44	168		44<-43
45	1130		45<-2<-43
46	829		46<-2<-43
47	1674		47<-14<-49<-43
48	1663		48<-36<-44<-43
49	836		49<-43
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 47
Cel	Dystans	Sciezka	
0	1606		0<-44<-19<-47
1	738		1<-41<-47
2	840		2<-40<-26<-49<-34<-47
3	1319		3<-39<-34<-47
4	658		4<-38<-15<-47
5	1458		5<-46<-19<-47
6	2085		6<-45<-35<-43<-40<-26<-49<-34<-47
7	1058		7<-43<-40<-26<-49<-34<-47
8	507		8<-49<-34<-47
9	815		9<-43<-40<-26<-49<-34<-47
10	1684		10<-49<-34<-47
11	1424		11<-39<-34<-47
12	784		12<-39<-34<-47
13	852		13<-41<-47
14	2010		14<-36<-43<-40<-26<-49<-34<-47
15	614		15<-47
16	1876		16<-48<-23<-47
17	847		17<-39<-34<-47
18	528		18<-49<-34<-47
19	685		19<-47
20	1161		20<-38<-15<-47
21	1606		21<-45<-35<-43<-40<-26<-49<-34<-47
22	1081		22<-49<-34<-47
23	651		23<-47
24	996		24<-40<-26<-49<-34<-47
25	1107		25<-43<-40<-26<-49<-34<-47
26	619		26<-49<-34<-47
27	870		27<-47
28	1195		28<-40<-26<-49<-34<-47
29	1407		29<-49<-34<-47
30	775		30<-41<-47
31	673		31<-47
32	917		32<-38<-15<-47
33	995		33<-41<-47
34	1		34<-47
35	722		35<-43<-40<-26<-49<-34<-47
36	1041		36<-43<-40<-26<-49<-34<-47
37	1578		37<-2<-40<-26<-49<-34<-47
38	654		38<-15<-47
39	679		39<-34<-47
40	667		40<-26<-49<-34<-47
41	630		41<-47
42	1200		42<-45<-35<-43<-40<-26<-49<-34<-47
43	712		43<-40<-26<-49<-34<-47
44	1285		44<-19<-47
45	1155		45<-35<-43<-40<-26<-49<-34<-47
46	946		46<-19<-47
47	0		47
48	1348		48<-23<-47
49	489		49<-34<-47
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	2199		0<-42<-13<-36<-15<-49<-12
1	1030		1<-37<-13<-36<-15<-49<-12
2	634		2<-36<-15<-49<-12
3	1356		3<-2<-36<-15<-49<-12
4	2011		4<-49<-12
5	928		5<-46<-15<-49<-12
6	1498		6<-37<-13<-36<-15<-49<-12
7	1026		7<-40<-42<-13<-36<-15<-49<-12
8	1149		8<-46<-15<-49<-12
9	1040		9<-49<-12
10	1332		10<-40<-42<-13<-36<-15<-49<-12
11	815		11<-49<-12
12	0		12
13	671		13<-36<-15<-49<-12
14	1562		14<-43<-15<-49<-12
15	277		15<-49<-12
16	341		16<-49<-12
17	1030		17<-18<-45<-15<-49<-12
18	704		18<-45<-15<-49<-12
19	967		19<-45<-15<-49<-12
20	1317		20<-44<-24<-49<-12
21	783		21<-42<-13<-36<-15<-49<-12
22	1528		22<-44<-24<-49<-12
23	1992		23<-37<-13<-36<-15<-49<-12
24	525		24<-49<-12
25	780		25<-24<-49<-12
26	1137		26<-42<-13<-36<-15<-49<-12
27	946		27<-40<-42<-13<-36<-15<-49<-12
28	857		28<-42<-13<-36<-15<-49<-12
29	1316		29<-40<-42<-13<-36<-15<-49<-12
30	1408		30<-42<-13<-36<-15<-49<-12
31	2788		31<-39<-45<-15<-49<-12
32	1605		32<-37<-13<-36<-15<-49<-12
33	1852		33<-38<-45<-15<-49<-12
34	1054		34<-38<-45<-15<-49<-12
35	1063		35<-45<-15<-49<-12
36	496		36<-15<-49<-12
37	918		37<-13<-36<-15<-49<-12
38	887		38<-45<-15<-49<-12
39	1315		39<-45<-15<-49<-12
40	889		40<-42<-13<-36<-15<-49<-12
41	1245		41<-40<-42<-13<-36<-15<-49<-12
42	692		42<-13<-36<-15<-49<-12
43	1068		43<-15<-49<-12
44	1297		44<-24<-49<-12
45	520		45<-15<-49<-12
46	508		46<-15<-49<-12
47	1562		47<-3<-2<-36<-15<-49<-12
48	1860		48<-14<-43<-15<-49<-12
49	149		49<-12
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 36
Cel	Dystans	Sciezka	
0	1487		0<-37<-26<-41<-14<-36
1	1218		1<-36
2	2003		2<-46<-7<-36
3	1860		3<-49<-7<-36
4	717		4<-41<-14<-36
5	2614		5<-4<-41<-14<-36
6	3441		6<-39<-14<-36
7	424		7<-36
8	1526		8<-47<-23<-41<-14<-36
9	1948		9<-44<-4<-41<-14<-36
10	1431		10<-48<-4<-41<-14<-36
11	1540		11<-39<-14<-36
12	2321		12<-42<-14<-36
13	2112		13<-39<-14<-36
14	512		14<-36
15	1121		15<-36
16	1532		16<-15<-36
17	1659		17<-39<-14<-36
18	2712		18<-37<-26<-41<-14<-36
19	1690		19<-48<-4<-41<-14<-36
20	2105		20<-43<-23<-41<-14<-36
21	1131		21<-44<-4<-41<-14<-36
22	1102		22<-39<-14<-36
23	1081		23<-41<-14<-36
24	1831		24<-47<-23<-41<-14<-36
25	1714		25<-40<-41<-14<-36
26	813		26<-41<-14<-36
27	1390		27<-39<-14<-36
28	2086		28<-29<-42<-14<-36
29	1121		29<-42<-14<-36
30	1252		30<-47<-23<-41<-14<-36
31	1721		31<-41<-14<-36
32	2761		32<-47<-23<-41<-14<-36
33	2076		33<-34<-41<-14<-36
34	1251		34<-41<-14<-36
35	2317		35<-42<-14<-36
36	0		36
37	1474		37<-26<-41<-14<-36
38	1328		38<-34<-41<-14<-36
39	894		39<-14<-36
40	1330		40<-41<-14<-36
41	603		41<-14<-36
42	1073		42<-14<-36
43	1160		43<-23<-41<-14<-36
44	754		44<-4<-41<-14<-36
45	1266		45<-14<-36
46	1000		46<-7<-36
47	1142		47<-23<-41<-14<-36
48	1366		48<-4<-41<-14<-36
49	1173		49<-7<-36
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 37
Cel	Dystans	Sciezka	
0	1989		0<-37
1	1519		1<-41<-39<-40<-21<-37
2	1951		2<-36<-37
3	679		3<-38<-21<-37
4	1235		4<-37
5	577		5<-37
6	1095		6<-46<-5<-37
7	1104		7<-46<-5<-37
8	1752		8<-38<-21<-37
9	2087		9<-43<-47<-21<-37
10	1021		10<-46<-5<-37
11	2358		11<-38<-21<-37
12	1109		12<-44<-17<-18<-46<-5<-37
13	2632		13<-44<-17<-18<-46<-5<-37
14	2293		14<-44<-17<-18<-46<-5<-37
15	1182		15<-39<-40<-21<-37
16	1317		16<-46<-5<-37
17	1045		17<-18<-46<-5<-37
18	923		18<-46<-5<-37
19	998		19<-40<-21<-37
20	1710		20<-19<-40<-21<-37
21	362		21<-37
22	353		22<-37
23	1650		23<-22<-37
24	2125		24<-43<-47<-21<-37
25	1182		25<-41<-39<-40<-21<-37
26	1794		26<-37
27	1052		27<-40<-21<-37
28	944		28<-37
29	1710		29<-48<-38<-21<-37
30	1676		30<-44<-17<-18<-46<-5<-37
31	1179		31<-40<-21<-37
32	1963		32<-31<-40<-21<-37
33	1315		33<-37
34	1771		34<-39<-40<-21<-37
35	974		35<-48<-38<-21<-37
36	1711		36<-37
37	0		37
38	639		38<-21<-37
39	873		39<-40<-21<-37
40	800		40<-21<-37
41	1110		41<-39<-40<-21<-37
42	1583		42<-4<-37
43	1028		43<-47<-21<-37
44	1068		44<-17<-18<-46<-5<-37
45	1480		45<-44<-17<-18<-46<-5<-37
46	810		46<-5<-37
47	385		47<-21<-37
48	900		48<-38<-21<-37
49	1621		49<-46<-5<-37
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	1695		0<-38<-34
1	1916		1<-44<-49<-38<-34
2	1682		2<-43<-24<-49<-38<-34
3	2430		3<-46<-23<-38<-34
4	1695		4<-39<-46<-23<-38<-34
5	2845		5<-4<-39<-46<-23<-38<-34
6	1668		6<-39<-46<-23<-38<-34
7	1263		7<-8<-41<-13<-38<-34
8	1012		8<-41<-13<-38<-34
9	1280		9<-37<-17<-49<-38<-34
10	2658		10<-45<-36<-8<-41<-13<-38<-34
11	1953		11<-41<-13<-38<-34
12	1547		12<-46<-23<-38<-34
13	521		13<-38<-34
14	1984		14<-43<-24<-49<-38<-34
15	1073		15<-37<-17<-49<-38<-34
16	1707		16<-41<-13<-38<-34
17	824		17<-49<-38<-34
18	832		18<-41<-13<-38<-34
19	1766		19<-39<-46<-23<-38<-34
20	1412		20<-40<-7<-8<-41<-13<-38<-34
21	1482		21<-49<-38<-34
22	1607		22<-21<-49<-38<-34
23	709		23<-38<-34
24	877		24<-49<-38<-34
25	1055		25<-41<-13<-38<-34
26	1986		26<-44<-49<-38<-34
27	2255		27<-42<-22<-21<-49<-38<-34
28	1649		28<-49<-38<-34
29	1880		29<-46<-23<-38<-34
30	2079		30<-38<-34
31	2824		31<-30<-38<-34
32	2673		32<-48<-13<-38<-34
33	658		33<-38<-34
34	0		34
35	2598		35<-34
36	1175		36<-8<-41<-13<-38<-34
37	1001		37<-17<-49<-38<-34
38	1		38<-34
39	1655		39<-46<-23<-38<-34
40	1374		40<-7<-8<-41<-13<-38<-34
41	744		41<-13<-38<-34
42	2012		42<-22<-21<-49<-38<-34
43	1602		43<-24<-49<-38<-34
44	1481		44<-49<-38<-34
45	1266		45<-36<-8<-41<-13<-38<-34
46	1357		46<-23<-38<-34
47	1865		47<-43<-24<-49<-38<-34
48	1275		48<-13<-38<-34
49	776		49<-38<-34
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	811		0<-49<-26
1	2625		1<-37<-6<-38<-49<-26
2	1082		2<-38<-49<-26
3	940		3<-41<-26
4	1461		4<-47<-0<-49<-26
5	1647		5<-40<-8<-49<-26
6	1026		6<-38<-49<-26
7	2768		7<-43<-14<-46<-26
8	434		8<-49<-26
9	2033		9<-8<-49<-26
10	1008		10<-46<-26
11	2965		11<-38<-49<-26
12	1025		12<-41<-26
13	2386		13<-47<-0<-49<-26
14	685		14<-46<-26
15	1979		15<-44<-41<-26
16	1699		16<-42<-38<-49<-26
17	1538		17<-46<-26
18	982		18<-49<-26
19	1962		19<-46<-26
20	1257		20<-49<-26
21	2369		21<-20<-49<-26
22	1003		22<-40<-8<-49<-26
23	779		23<-49<-26
24	1346		24<-23<-49<-26
25	1616		25<-26
26	0		26
27	3520		27<-47<-0<-49<-26
28	1598		28<-43<-14<-46<-26
29	2357		29<-45<-41<-26
30	1905		30<-43<-14<-46<-26
31	1509		31<-42<-38<-49<-26
32	353		32<-49<-26
33	1583		33<-41<-26
34	789		34<-49<-26
35	793		35<-34<-49<-26
36	2309		36<-48<-45<-41<-26
37	1887		37<-6<-38<-49<-26
38	730		38<-49<-26
39	1538		39<-49<-26
40	796		40<-8<-49<-26
41	129		41<-26
42	1028		42<-38<-49<-26
43	1251		43<-14<-46<-26
44	594		44<-41<-26
45	1466		45<-41<-26
46	457		46<-26
47	1203		47<-0<-49<-26
48	2072		48<-45<-41<-26
49	207		49<-26
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	1204		0<-47<-12<-40<-9
1	1048		1<-46<-40<-9
2	810		2<-41<-40<-9
3	1731		3<-45<-9
4	833		4<-40<-9
5	1403		5<-44<-12<-40<-9
6	829		6<-48<-40<-9
7	1372		7<-36<-40<-9
8	684		8<-48<-40<-9
9	0		9
10	1352		10<-9
11	838		11<-44<-12<-40<-9
12	197		12<-40<-9
13	612		13<-12<-40<-9
14	1562		14<-47<-12<-40<-9
15	1425		15<-46<-40<-9
16	2834		16<-17<-49<-6<-48<-40<-9
17	1024		17<-49<-6<-48<-40<-9
18	1479		18<-41<-40<-9
19	1461		19<-20<-40<-9
20	821		20<-40<-9
21	1529		21<-49<-6<-48<-40<-9
22	1835		22<-45<-9
23	1665		23<-47<-12<-40<-9
24	1563		24<-39<-13<-12<-40<-9
25	2519		25<-24<-39<-13<-12<-40<-9
26	1076		26<-43<-48<-40<-9
27	1406		27<-39<-13<-12<-40<-9
28	1444		28<-46<-40<-9
29	2876		29<-47<-12<-40<-9
30	816		30<-40<-9
31	957		31<-44<-12<-40<-9
32	805		32<-44<-12<-40<-9
33	773		33<-48<-40<-9
34	2653		34<-44<-12<-40<-9
35	801		35<-47<-12<-40<-9
36	655		36<-40<-9
37	977		37<-2<-41<-40<-9
38	1012		38<-20<-40<-9
39	1056		39<-13<-12<-40<-9
40	125		40<-9
41	590		41<-40<-9
42	650		42<-41<-40<-9
43	1000		43<-48<-40<-9
44	701		44<-12<-40<-9
45	1539		45<-9
46	426		46<-40<-9
47	594		47<-12<-40<-9
48	647		48<-40<-9
49	839		49<-6<-48<-40<-9
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	1568		0<-40<-44<-17
1	2591		1<-47<-0<-40<-44<-17
2	1639		2<-48<-37<-17
3	2313		3<-38<-2<-48<-37<-17
4	3980		4<-48<-37<-17
5	2040		5<-47<-0<-40<-44<-17
6	1699		6<-44<-17
7	1834		7<-47<-0<-40<-44<-17
8	2799		8<-43<-44<-17
9	3119		9<-44<-17
10	4465		10<-9<-44<-17
11	1956		11<-42<-47<-0<-40<-44<-17
12	2888		12<-41<-29<-44<-17
13	2092		13<-38<-2<-48<-37<-17
14	2601		14<-15<-44<-17
15	2568		15<-44<-17
16	3469		16<-44<-17
17	0		17
18	3800		18<-19<-38<-2<-48<-37<-17
19	2543		19<-38<-2<-48<-37<-17
20	2036		20<-38<-2<-48<-37<-17
21	2637		21<-40<-44<-17
22	2560		22<-41<-29<-44<-17
23	2266		23<-44<-17
24	1752		24<-37<-17
25	4384		25<-39<-43<-44<-17
26	2442		26<-47<-0<-40<-44<-17
27	1356		27<-44<-17
28	2642		28<-27<-44<-17
29	1230		29<-44<-17
30	3711		30<-42<-47<-0<-40<-44<-17
31	3987		31<-38<-2<-48<-37<-17
32	2478		32<-47<-0<-40<-44<-17
33	1814		33<-48<-37<-17
34	5364		34<-48<-37<-17
35	3437		35<-38<-2<-48<-37<-17
36	3325		36<-5<-47<-0<-40<-44<-17
37	1509		37<-17
38	2014		38<-2<-48<-37<-17
39	2481		39<-43<-44<-17
40	1179		40<-44<-17
41	1993		41<-29<-44<-17
42	1953		42<-47<-0<-40<-44<-17
43	2432		43<-44<-17
44	1086		44<-17
45	2809		45<-43<-44<-17
46	2459		46<-29<-44<-17
47	1730		47<-0<-40<-44<-17
48	1606		48<-37<-17
49	1970		49<-29<-44<-17
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	997		0<-44<-38<-12
1	604		1<-42<-38<-12
2	624		2<-3<-39<-38<-12
3	517		3<-39<-38<-12
4	2892		4<-3<-39<-38<-12
5	717		5<-44<-38<-12
6	1184		6<-39<-38<-12
7	1656		7<-37<-10<-43<-42<-38<-12
8	2019		8<-47<-34<-44<-38<-12
9	1158		9<-42<-38<-12
10	853		10<-43<-42<-38<-12
11	1441		11<-39<-38<-12
12	0		12
13	1038		13<-38<-12
14	1283		14<-38<-12
15	763		15<-43<-42<-38<-12
16	330		16<-38<-12
17	1481		17<-46<-5<-44<-38<-12
18	1436		18<-45<-15<-43<-42<-38<-12
19	1483		19<-45<-15<-43<-42<-38<-12
20	687		20<-42<-38<-12
21	1724		21<-40<-27<-39<-38<-12
22	1306		22<-48<-49<-26<-44<-38<-12
23	1598		23<-37<-10<-43<-42<-38<-12
24	1469		24<-37<-10<-43<-42<-38<-12
25	1157		25<-44<-38<-12
26	694		26<-44<-38<-12
27	690		27<-39<-38<-12
28	1494		28<-29<-38<-12
29	807		29<-38<-12
30	1133		30<-38<-12
31	1466		31<-44<-38<-12
32	1784		32<-39<-38<-12
33	1643		33<-41<-29<-38<-12
34	846		34<-44<-38<-12
35	1254		35<-42<-38<-12
36	888		36<-12
37	1271		37<-10<-43<-42<-38<-12
38	296		38<-12
39	416		39<-38<-12
40	1446		40<-27<-39<-38<-12
41	849		41<-29<-38<-12
42	572		42<-38<-12
43	636		43<-42<-38<-12
44	658		44<-38<-12
45	1153		45<-15<-43<-42<-38<-12
46	728		46<-5<-44<-38<-12
47	1046		47<-34<-44<-38<-12
48	1004		48<-49<-26<-44<-38<-12
49	903		49<-26<-44<-38<-12
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	3297		0<-48<-31<-49<-40<-37<-6<-41<-15
1	3709		1<-49<-40<-37<-6<-41<-15
2	4587		2<-48<-31<-49<-40<-37<-6<-41<-15
3	4600		3<-45<-24<-41<-15
4	3084		4<-41<-15
5	3052		5<-49<-40<-37<-6<-41<-15
6	2274		6<-41<-15
7	2800		7<-47<-41<-15
8	3053		8<-37<-6<-41<-15
9	3189		9<-39<-15
10	3046		10<-40<-37<-6<-41<-15
11	3855		11<-10<-40<-37<-6<-41<-15
12	2441		12<-41<-15
13	2482		13<-37<-6<-41<-15
14	3421		14<-41<-15
15	0		15
16	3216		16<-39<-15
17	3630		17<-18<-37<-6<-41<-15
18	3474		18<-37<-6<-41<-15
19	3778		19<-48<-31<-49<-40<-37<-6<-41<-15
20	3215		20<-21<-37<-6<-41<-15
21	2591		21<-37<-6<-41<-15
22	4206		22<-40<-37<-6<-41<-15
23	3632		23<-48<-31<-49<-40<-37<-6<-41<-15
24	2463		24<-41<-15
25	3917		25<-39<-15
26	2987		26<-39<-15
27	3023		27<-39<-15
28	3843		28<-37<-6<-41<-15
29	3395		29<-39<-15
30	2912		30<-40<-37<-6<-41<-15
31	2968		31<-49<-40<-37<-6<-41<-15
32	4363		32<-44<-7<-47<-41<-15
33	2618		33<-47<-41<-15
34	3309		34<-33<-47<-41<-15
35	3826		35<-34<-33<-47<-41<-15
36	2993		36<-41<-15
37	2367		37<-6<-41<-15
38	2937		38<-37<-6<-41<-15
39	2963		39<-15
40	2776		40<-37<-6<-41<-15
41	2262		41<-15
42	3531		42<-47<-41<-15
43	4113		43<-18<-37<-6<-41<-15
44	4186		44<-7<-47<-41<-15
45	3691		45<-24<-41<-15
46	2662		46<-41<-15
47	2437		47<-41<-15
48	3100		48<-31<-49<-40<-37<-6<-41<-15
49	2965		49<-40<-37<-6<-41<-15
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	3146		0<-44<-25
1	4627		1<-36<-49<-41<-37<-25
2	4335		2<-37<-25
3	4496		3<-45<-18<-37<-25
4	4019		4<-41<-37<-25
5	4718		5<-36<-49<-41<-37<-25
6	2995		6<-47<-25
7	3407		7<-43<-47<-25
8	2985		8<-37<-25
9	3039		9<-37<-25
10	2730		10<-47<-25
11	3440		11<-49<-41<-37<-25
12	3057		12<-44<-25
13	3291		13<-48<-28<-41<-37<-25
14	4103		14<-38<-28<-41<-37<-25
15	3255		15<-37<-25
16	3570		16<-39<-6<-47<-25
17	3819		17<-40<-10<-47<-25
18	3352		18<-37<-25
19	4476		19<-46<-37<-25
20	3391		20<-47<-25
21	3448		21<-20<-47<-25
22	2789		22<-47<-25
23	3986		23<-40<-10<-47<-25
24	3359		24<-38<-28<-41<-37<-25
25	0		25
26	1550		26<-25
27	3184		27<-37<-25
28	2990		28<-41<-37<-25
29	4183		29<-40<-10<-47<-25
30	2842		30<-47<-25
31	3667		31<-45<-18<-37<-25
32	4062		32<-38<-28<-41<-37<-25
33	3268		33<-41<-37<-25
34	4268		34<-40<-10<-47<-25
35	3387		35<-47<-25
36	3611		36<-49<-41<-37<-25
37	2659		37<-25
38	3261		38<-28<-41<-37<-25
39	3153		39<-6<-47<-25
40	2927		40<-10<-47<-25
41	2816		41<-37<-25
42	3103		42<-6<-47<-25
43	3207		43<-47<-25
44	2834		44<-25
45	3619		45<-18<-37<-25
46	3474		46<-37<-25
47	2698		47<-25
48	3210		48<-28<-41<-37<-25
49	3370		49<-41<-37<-25
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 48
Cel	Dystans	Sciezka	
0	1707		0<-42<-46<-7<-8<-48
1	617		1<-47<-48
2	1123		2<-43<-33<-45<-8<-48
3	1768		3<-44<-1<-47<-48
4	1732		4<-36<-13<-47<-48
5	1193		5<-38<-31<-48
6	1895		6<-43<-33<-45<-8<-48
7	1238		7<-8<-48
8	638		8<-48
9	2078		9<-40<-13<-47<-48
10	1510		10<-45<-8<-48
11	458		11<-47<-48
12	1459		12<-38<-31<-48
13	1179		13<-47<-48
14	1402		14<-47<-48
15	1755		15<-14<-47<-48
16	2388		16<-47<-48
17	1891		17<-48
18	2040		18<-46<-7<-8<-48
19	1799		19<-20<-47<-48
20	1515		20<-47<-48
21	1766		21<-37<-28<-44<-1<-47<-48
22	1746		22<-46<-7<-8<-48
23	2103		23<-24<-38<-31<-48
24	1367		24<-38<-31<-48
25	1917		25<-44<-1<-47<-48
26	1262		26<-48
27	1749		27<-38<-31<-48
28	1355		28<-44<-1<-47<-48
29	2093		29<-46<-7<-8<-48
30	1817		30<-41<-38<-31<-48
31	120		31<-48
32	1210		32<-48
33	777		33<-45<-8<-48
34	1578		34<-48
35	1871		35<-41<-38<-31<-48
36	1343		36<-13<-47<-48
37	1411		37<-28<-44<-1<-47<-48
38	1128		38<-31<-48
39	1751		39<-40<-13<-47<-48
40	1348		40<-13<-47<-48
41	1219		41<-38<-31<-48
42	1530		42<-46<-7<-8<-48
43	804		43<-33<-45<-8<-48
44	683		44<-1<-47<-48
45	717		45<-8<-48
46	1524		46<-7<-8<-48
47	355		47<-48
48	0		48
49	1255		49<-1<-47<-48
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1817		0<-44<-5<-40<-3
1	1566		1<-42<-3
2	876		2<-46<-18<-38<-3
3	0		3
4	1069		4<-3
5	1209		5<-40<-3
6	3106		6<-43<-28<-42<-3
7	2020		7<-40<-3
8	1065		8<-46<-18<-38<-3
9	930		9<-42<-3
10	1450		10<-47<-40<-3
11	1023		11<-42<-3
12	1545		12<-41<-3
13	1210		13<-36<-8<-46<-18<-38<-3
