Ilosc krawedzi 47 Ilosc wierzcholkow 20 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
14	2340		14<-6<-13<-5
15	2120		15<-16<-6<-13<-5
16	1985		16<-6<-13<-5
17	1787		17<-13<-5
18	1633		18<-11<-6<-13<-5
19	839		19<-5
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1761		0<-17<-4
1	1496		1<-17<-4
2	1322		2<-12<-10<-17<-4
3	3966		3<-13<-12<-10<-17<-4
4	0		4
5	2890		5<-4
6	4484		6<-12<-10<-17<-4
7	3869		7<-15<-17<-4
8	1507		8<-17<-4
9	1514		9<-8<-17<-4
10	885		10<-17<-4
11	3975		11<-12<-10<-17<-4
12	993		12<-10<-17<-4
13	1042		13<-12<-10<-17<-4
14	2106		14<-9<-8<-17<-4
15	1852		15<-17<-4
16	2127		16<-19<-4
17	454		17<-4
18	3515		18<-15<-17<-4
19	1314		19<-4
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	2785		0<-12<-9
1	1561		1<-12<-9
2	1773		2<-17<-9
3	1986		3<-15<-2<-17<-9
4	2194		4<-15<-2<-17<-9
5	3405		5<-12<-9
6	2233		6<-12<-9
7	2579		7<-19<-15<-2<-17<-9
8	3452		8<-12<-9
9	0		9
10	3464		10<-18<-12<-9
11	3918		11<-14<-18<-12<-9
12	446		12<-9
13	2129		13<-9
14	3086		14<-18<-12<-9
15	1829		15<-2<-17<-9
16	3071		16<-19<-15<-2<-17<-9
17	1770		17<-9
18	2751		18<-12<-9
19	2313		19<-15<-2<-17<-9
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	676		0<-19<-1
1	0		1
2	2556		2<-1
3	1521		3<-17<-13<-1
4	1506		4<-14<-8<-7<-19<-1
5	1742		5<-14<-8<-7<-19<-1
6	772		6<-16<-13<-1
7	466		7<-19<-1
8	929		8<-7<-19<-1
9	1147		9<-18<-1
10	677		10<-13<-1
11	2814		11<-17<-13<-1
12	1429		12<-13<-1
13	345		13<-1
14	1504		14<-8<-7<-19<-1
15	2733		15<-16<-13<-1
16	435		16<-13<-1
17	948		17<-13<-1
18	821		18<-1
19	153		19<-1
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	2296		0<-14
1	1901		1<-18<-11<-14
2	1280		2<-11<-14
3	2442		3<-11<-14
4	515		4<-11<-14
5	1506		5<-17<-6<-14
6	203		6<-14
7	4282		7<-18<-11<-14
8	4589		8<-13<-12<-14
9	3161		9<-10<-14
10	480		10<-14
11	136		11<-14
12	620		12<-14
13	1653		13<-12<-14
14	0		14
15	1486		15<-14
16	2781		16<-13<-12<-14
17	1117		17<-6<-14
18	507		18<-11<-14
19	3002		19<-2<-11<-14
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	1763		0<-14<-18<-7
1	1839		1<-0<-14<-18<-7
2	2262		2<-17<-14<-18<-7
3	3214		3<-4<-18<-7
4	2795		4<-18<-7
5	3500		5<-14<-18<-7
6	826		6<-7
7	0		7
8	2817		8<-12<-7
9	2554		9<-10<-17<-14<-18<-7
10	2008		10<-17<-14<-18<-7
11	1771		11<-14<-18<-7
12	2068		12<-7
13	3472		13<-4<-18<-7
14	1366		14<-18<-7
15	2048		15<-1<-0<-14<-18<-7
16	2256		16<-17<-14<-18<-7
17	1418		17<-14<-18<-7
18	1108		18<-7
19	2793		19<-18<-7
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	1374		0<-18<-13<-17<-16<-7<-8
1	1986		1<-0<-18<-13<-17<-16<-7<-8
2	1709		2<-17<-16<-7<-8
3	2377		3<-13<-17<-16<-7<-8
4	2284		4<-19<-13<-17<-16<-7<-8
5	1173		5<-16<-7<-8
6	1004		6<-17<-16<-7<-8
7	419		7<-8
8	0		8
9	1967		9<-17<-16<-7<-8
10	2876		10<-11<-0<-18<-13<-17<-16<-7<-8
11	2191		11<-0<-18<-13<-17<-16<-7<-8
12	2600		12<-5<-16<-7<-8
13	799		13<-17<-16<-7<-8
14	1711		14<-0<-18<-13<-17<-16<-7<-8
15	1259		15<-17<-16<-7<-8
16	553		16<-7<-8
17	612		17<-16<-7<-8
18	953		18<-13<-17<-16<-7<-8
19	1763		19<-13<-17<-16<-7<-8
Ilosc krawedzi 142 Ilosc wierzcholkow 20 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	2811		0<-16
1	1367		1<-16
2	1924		2<-17<-16
3	2490		3<-18<-16
4	2259		4<-15<-8<-19<-6<-14<-17<-16
5	2953		5<-11<-1<-16
6	1191		6<-14<-17<-16
7	1796		7<-14<-17<-16
8	1438		8<-19<-6<-14<-17<-16
9	1955		9<-19<-6<-14<-17<-16
10	1873		10<-13<-14<-17<-16
11	2933		11<-1<-16
12	2388		12<-6<-14<-17<-16
13	1260		13<-14<-17<-16
14	681		14<-17<-16
15	1473		15<-8<-19<-6<-14<-17<-16
16	0		16
17	587		17<-16
18	1217		18<-16
19	1312		19<-6<-14<-17<-16
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	2545		0<-18<-19
1	3152		1<-4<-7<-18<-19
2	2741		2<-6<-7<-18<-19
3	3895		3<-13<-14<-15<-18<-19
4	2002		4<-7<-18<-19
5	2749		5<-12<-9<-18<-19
6	2074		6<-7<-18<-19
7	1256		7<-18<-19
8	2324		8<-6<-7<-18<-19
9	2282		9<-18<-19
10	2117		10<-18<-19
11	2275		11<-7<-18<-19
12	2387		12<-9<-18<-19
13	3213		13<-14<-15<-18<-19
14	2148		14<-15<-18<-19
15	2105		15<-18<-19
16	2178		16<-18<-19
17	2313		17<-9<-18<-19
18	1203		18<-19
19	0		19
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	2062		0<-6<-14<-2
1	1578		1<-14<-2
2	0		2
3	1989		3<-1<-14<-2
4	1912		4<-2
5	2253		5<-14<-2
6	910		6<-14<-2
7	1648		7<-6<-14<-2
8	1501		8<-12<-6<-14<-2
9	1350		9<-12<-6<-14<-2
10	939		10<-2
11	2065		11<-1<-14<-2
12	990		12<-6<-14<-2
13	2414		13<-6<-14<-2
14	782		14<-2
15	999		15<-14<-2
16	1405		16<-15<-14<-2
17	1302		17<-12<-6<-14<-2
18	1890		18<-16<-15<-14<-2
19	2010		19<-8<-12<-6<-14<-2
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	2065		0<-16<-12<-19<-3
1	2662		1<-0<-16<-12<-19<-3
2	2307		2<-19<-3
3	0		3
4	2456		4<-5<-12<-19<-3
5	1603		5<-12<-19<-3
6	1898		6<-10<-12<-19<-3
7	2254		7<-12<-19<-3
8	2478		8<-3
9	4085		9<-17<-6<-10<-12<-19<-3
10	1801		10<-12<-19<-3
11	1908		11<-10<-12<-19<-3
12	1116		12<-19<-3
13	2122		13<-6<-10<-12<-19<-3
14	1936		14<-12<-19<-3
15	2182		15<-13<-6<-10<-12<-19<-3
16	1735		16<-12<-19<-3
17	2419		17<-6<-10<-12<-19<-3
18	1736		18<-19<-3
19	874		19<-3
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	925		0<-15<-8<-1
1	0		1
2	1771		2<-1
3	1495		3<-15<-8<-1
4	1197		4<-0<-15<-8<-1
5	1138		5<-8<-1
6	1528		6<-5<-8<-1
7	1778		7<-0<-15<-8<-1
8	32		8<-1
9	1857		9<-11<-8<-1
10	1513		10<-4<-0<-15<-8<-1
11	942		11<-8<-1
12	1484		12<-8<-1
13	1499		13<-4<-0<-15<-8<-1
14	3064		14<-1
15	50		15<-8<-1
16	1588		16<-1
17	703		17<-1
18	2345		18<-2<-1
19	1553		19<-0<-15<-8<-1
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1617		0<-8<-7<-2<-16<-13
1	2949		1<-14<-9<-18<-7<-2<-16<-13
2	410		2<-16<-13
3	1096		3<-2<-16<-13
4	865		4<-16<-13
5	550		5<-2<-16<-13
6	1043		6<-7<-2<-16<-13
7	550		7<-2<-16<-13
8	640		8<-7<-2<-16<-13
9	1636		9<-18<-7<-2<-16<-13
10	2745		10<-14<-9<-18<-7<-2<-16<-13
11	1104		11<-7<-2<-16<-13
12	1239		12<-15<-7<-2<-16<-13
13	0		13
14	2623		14<-9<-18<-7<-2<-16<-13
15	635		15<-7<-2<-16<-13
16	247		16<-13
17	1958		17<-18<-7<-2<-16<-13
18	696		18<-7<-2<-16<-13
19	1102		19<-4<-16<-13
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	1387		0<-17<-2
1	2380		1<-3<-17<-2
2	0		2
3	1976		3<-17<-2
4	1396		4<-2
5	2049		5<-14<-17<-2
6	1554		6<-14<-17<-2
7	2374		7<-4<-2
8	867		8<-17<-2
9	2639		9<-19<-2
10	1658		10<-14<-17<-2
11	2438		11<-8<-17<-2
12	1293		12<-2
13	1890		13<-14<-17<-2
14	369		14<-17<-2
15	3003		15<-2
16	3065		16<-14<-17<-2
17	307		17<-2
18	2202		18<-0<-17<-2
19	1325		19<-2
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	2176		0<-17<-3<-14<-13
1	1564		1<-14<-13
2	2205		2<-18<-13
3	1388		3<-14<-13
4	2204		4<-8<-3<-14<-13
5	2035		5<-8<-3<-14<-13
6	1844		6<-14<-13
7	1854		7<-17<-3<-14<-13
8	1987		8<-3<-14<-13
9	1961		9<-13
10	2070		10<-14<-13
11	2778		11<-3<-14<-13
12	2539		12<-10<-14<-13
13	0		13
14	529		14<-13
15	2350		15<-17<-3<-14<-13
16	2660		16<-4<-8<-3<-14<-13
17	1635		17<-3<-14<-13
18	2031		18<-13
19	1781		19<-14<-13
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	388		0<-16
1	2245		1<-14<-0<-16
2	1379		2<-6<-0<-16
3	1712		3<-14<-0<-16
4	1225		4<-19<-6<-0<-16
5	1823		5<-7<-0<-16
6	984		6<-0<-16
7	1153		7<-0<-16
8	1145		8<-9<-0<-16
9	822		9<-0<-16
10	1850		10<-0<-16
11	526		11<-16
12	1715		12<-18<-16
13	2463		13<-12<-18<-16
14	1202		14<-0<-16
15	1291		15<-6<-0<-16
16	0		16
17	2727		17<-0<-16
18	1505		18<-16
19	1188		19<-6<-0<-16
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1025		0<-4<-8<-18
1	1847		1<-8<-18
2	722		2<-8<-18
3	2386		3<-8<-18
4	651		4<-8<-18
5	2615		5<-11<-13<-8<-18
6	1809		6<-4<-8<-18
7	1969		7<-4<-8<-18
8	346		8<-18
9	2073		9<-7<-4<-8<-18
10	3145		10<-19<-18
11	1417		11<-13<-8<-18
12	2122		12<-0<-4<-8<-18
13	975		13<-8<-18
14	2219		14<-7<-4<-8<-18
15	1929		15<-1<-8<-18
16	2013		16<-4<-8<-18
17	1233		17<-19<-18
18	0		18
19	1152		19<-18
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	2217		0<-16<-5<-2<-1
1	0		1
2	574		2<-1
3	796		3<-14<-1
4	1538		4<-3<-14<-1
5	767		5<-2<-1
6	1462		6<-7<-13<-14<-1
7	1408		7<-13<-14<-1
8	1674		8<-6<-7<-13<-14<-1
9	1168		9<-14<-1
10	708		10<-2<-1
11	1225		11<-2<-1
12	697		12<-2<-1
13	1173		13<-14<-1
14	335		14<-1
15	1783		15<-6<-7<-13<-14<-1
16	1960		16<-5<-2<-1
17	1434		17<-14<-1
18	2856		18<-5<-2<-1
19	2656		19<-16<-5<-2<-1
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	1911		0<-12<-16
1	1882		1<-9<-12<-16
2	1778		2<-9<-12<-16
3	1349		3<-12<-16
4	1829		4<-19<-12<-16
5	3291		5<-12<-16
6	1826		6<-17<-8<-12<-16
7	2217		7<-19<-12<-16
8	230		8<-12<-16
9	1335		9<-12<-16
10	3518		10<-14<-12<-16
11	2699		11<-1<-9<-12<-16
12	105		12<-16
13	1418		13<-12<-16
14	2793		14<-12<-16
15	1265		15<-17<-8<-12<-16
16	0		16
17	1192		17<-8<-12<-16
18	1453		18<-15<-17<-8<-12<-16
19	1137		19<-12<-16
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	802		0<-11<-1
1	0		1
2	287		2<-1
3	1639		3<-5<-19<-8<-2<-1
4	858		4<-11<-1
5	871		5<-19<-8<-2<-1
6	1929		6<-11<-1
7	917		7<-5<-19<-8<-2<-1
8	317		8<-2<-1
9	1000		9<-2<-1
10	2247		10<-1
11	587		11<-1
12	2219		12<-2<-1
13	1072		13<-0<-11<-1
14	3741		14<-7<-5<-19<-8<-2<-1
15	1190		15<-1
16	2261		16<-8<-2<-1
17	2445		17<-16<-8<-2<-1
18	1621		18<-7<-5<-19<-8<-2<-1
19	477		19<-8<-2<-1
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	2865		0<-9
1	2575		1<-6<-2<-9
2	84		2<-9
3	1175		3<-11<-2<-9
4	2010		4<-2<-9
5	2167		5<-18<-19<-11<-2<-9
6	2278		6<-2<-9
7	2736		7<-9
8	2018		8<-4<-2<-9
9	0		9
10	2580		10<-5<-18<-19<-11<-2<-9
11	644		11<-2<-9
12	2562		12<-4<-2<-9
13	1831		13<-18<-19<-11<-2<-9
14	2662		14<-18<-19<-11<-2<-9
15	1611		15<-3<-11<-2<-9
16	2058		16<-18<-19<-11<-2<-9
17	2498		17<-9
18	1689		18<-19<-11<-2<-9
19	1481		19<-11<-2<-9
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	740		0<-8<-16
1	937		1<-2<-8<-16
2	629		2<-8<-16
3	1975		3<-18<-7<-15<-16
4	1920		4<-14<-2<-8<-16
5	2156		5<-15<-16
6	1938		6<-19<-2<-8<-16
7	1476		7<-15<-16
8	249		8<-16
9	1220		9<-0<-8<-16
10	360		10<-16
11	2655		11<-8<-16
12	1684		12<-15<-16
13	2549		13<-1<-2<-8<-16
14	792		14<-2<-8<-16
15	883		15<-16
16	0		16
17	2626		17<-2<-8<-16
18	1950		18<-7<-15<-16
19	1912		19<-2<-8<-16
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	1344		0<-4<-3<-17
1	2192		1<-3<-17
2	2022		2<-6<-4<-3<-17
3	941		3<-17
4	1269		4<-3<-17
5	1711		5<-3<-17
6	1775		6<-4<-3<-17
7	1720		7<-16<-17
8	1324		8<-11<-17
9	2851		9<-2<-6<-4<-3<-17
10	1803		10<-8<-11<-17
11	1055		11<-17
12	2025		12<-3<-17
13	3427		13<-5<-3<-17
14	2908		14<-12<-3<-17
15	2759		15<-1<-3<-17
16	1373		16<-17
17	0		17
18	2571		18<-10<-8<-11<-17
19	2779		19<-5<-3<-17
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	2187		0<-18<-11
1	1486		1<-18<-11
2	1607		2<-7<-6<-11
3	1290		3<-19<-11
4	1811		4<-18<-11
5	2052		5<-18<-11
6	662		6<-11
7	1493		7<-6<-11
8	1575		8<-7<-6<-11
9	1600		9<-13<-11
10	2730		10<-1<-18<-11
11	0		11
12	1602		12<-3<-19<-11
13	790		13<-11
14	1936		14<-8<-7<-6<-11
15	1054		15<-13<-11
16	1460		16<-19<-11
17	2883		17<-18<-11
18	885		18<-11
19	941		19<-11
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	2456		0<-13<-11<-15
1	1206		1<-8<-6<-11<-15
2	991		2<-11<-15
3	1757		3<-11<-15
4	2464		4<-17<-3<-11<-15
5	1139		5<-15
6	722		6<-11<-15
7	1704		7<-13<-11<-15
8	819		8<-6<-11<-15
9	2603		9<-6<-11<-15
10	2190		10<-15
11	493		11<-15
12	3274		12<-16<-11<-15
13	1098		13<-11<-15
14	755		14<-6<-11<-15
15	0		15
16	1678		16<-11<-15
17	2129		17<-3<-11<-15
18	3165		18<-6<-11<-15
19	1614		19<-15
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	2330		0<-16<-3<-6<-11
1	2182		1<-16<-3<-6<-11
2	2368		2<-8<-12<-6<-11
3	1268		3<-6<-11
4	1971		4<-3<-6<-11
5	2455		5<-8<-12<-6<-11
6	84		6<-11
7	3037		7<-1<-16<-3<-6<-11
8	1637		8<-12<-6<-11
9	2009		9<-3<-6<-11
10	2038		10<-6<-11
11	0		11
12	1462		12<-6<-11
13	1503		13<-3<-6<-11
14	1608		14<-3<-6<-11
15	2917		15<-6<-11
16	1655		16<-3<-6<-11
17	2230		17<-14<-3<-6<-11
18	3242		18<-1<-16<-3<-6<-11
19	2098		19<-12<-6<-11
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	2959		0<-10<-18
1	3521		1<-17<-4<-7<-2<-16<-18
2	1667		2<-16<-18
3	3423		3<-16<-18
4	2342		4<-7<-2<-16<-18
5	2947		5<-17<-4<-7<-2<-16<-18
6	2748		6<-10<-18
7	1876		7<-2<-16<-18
8	3850		8<-16<-18
9	2339		9<-10<-18
10	1889		10<-18
11	3634		11<-17<-4<-7<-2<-16<-18
12	4196		12<-4<-7<-2<-16<-18
13	3518		13<-10<-18
14	3986		14<-9<-10<-18
15	3433		15<-0<-10<-18
16	321		16<-18
17	2715		17<-4<-7<-2<-16<-18
18	0		18
19	3704		19<-7<-2<-16<-18
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	933		0<-7<-16<-6
1	639		1<-16<-6
2	613		2<-16<-6
3	1793		3<-14<-2<-16<-6
4	2131		4<-11<-5<-17<-16<-6
5	591		5<-17<-16<-6
6	0		6
7	720		7<-16<-6
8	1487		8<-7<-16<-6
9	766		9<-17<-16<-6
10	900		10<-18<-7<-16<-6
11	1299		11<-5<-17<-16<-6
12	1280		12<-6
13	1402		13<-19<-9<-17<-16<-6
14	1256		14<-2<-16<-6
15	1391		15<-18<-7<-16<-6
16	105		16<-6
17	244		17<-16<-6
18	741		18<-7<-16<-6
19	1398		19<-9<-17<-16<-6
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	2129		0<-8<-2<-9
1	556		1<-9
2	854		2<-9
3	1153		3<-2<-9
4	1681		4<-17<-9
5	1604		5<-3<-2<-9
6	1664		6<-12<-1<-9
7	1790		7<-2<-9
8	1705		8<-2<-9
9	0		9
10	1415		10<-12<-1<-9
11	3033		11<-12<-1<-9
12	730		12<-1<-9
13	1482		13<-9
14	1647		14<-9
15	569		15<-9
16	2002		16<-5<-3<-2<-9
17	1376		17<-9
18	1244		18<-12<-1<-9
19	2310		19<-4<-17<-9
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	941		0<-5
1	767		1<-9<-19<-13<-5
2	944		2<-18<-19<-13<-5
3	217		3<-17<-5
4	1453		4<-7<-19<-13<-5
5	0		5
6	265		6<-5
7	760		7<-19<-13<-5
8	52		8<-5
9	282		9<-19<-13<-5
10	1071		10<-6<-5
11	1392		11<-5
12	1216		12<-16<-1<-9<-19<-13<-5
13	30		13<-5
14	1596		14<-7<-19<-13<-5
15	944		15<-9<-19<-13<-5
16	951		16<-1<-9<-19<-13<-5
17	165		17<-5
18	104		18<-19<-13<-5
19	41		19<-13<-5
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	215		0<-10<-2
1	1391		1<-13<-19<-10<-2
2	0		2
3	1127		3<-19<-10<-2
4	883		4<-10<-2
5	686		5<-12<-2
6	2242		6<-8<-5<-12<-2
7	351		7<-2
8	1047		8<-5<-12<-2
9	2214		9<-8<-5<-12<-2
10	84		10<-2
11	1222		11<-13<-19<-10<-2
12	502		12<-2
13	1200		13<-19<-10<-2
14	696		14<-18<-2
15	1183		15<-14<-18<-2
16	2008		16<-8<-5<-12<-2
17	1622		17<-5<-12<-2
18	210		18<-2
19	613		19<-10<-2
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	617		0<-1<-17
1	610		1<-17
2	1100		2<-10<-17
3	1629		3<-8<-17
4	1753		4<-2<-10<-17
5	2336		5<-13<-18<-17
6	1174		6<-1<-17
7	1669		7<-3<-8<-17
8	757		8<-17
9	1316		9<-12<-0<-1<-17
10	426		10<-17
11	2339		11<-8<-17
12	1178		12<-0<-1<-17
13	1989		13<-18<-17
14	1137		14<-19<-10<-17
15	1744		15<-6<-1<-17
16	1755		16<-19<-10<-17
17	0		17
18	701		18<-17
19	774		19<-10<-17
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	1719		0<-14<-10
1	2699		1<-8<-0<-14<-10
2	2082		2<-5<-14<-10
3	2228		3<-9<-14<-10
4	3049		4<-18<-8<-0<-14<-10
5	1699		5<-14<-10
6	2814		6<-5<-14<-10
7	2801		7<-16<-9<-14<-10
8	1776		8<-0<-14<-10
9	1419		9<-14<-10
10	0		10
11	2504		11<-3<-9<-14<-10
12	3161		12<-13<-0<-14<-10
13	1891		13<-0<-14<-10
14	996		14<-10
15	2322		15<-0<-14<-10
16	1439		16<-9<-14<-10
17	1908		17<-0<-14<-10
18	2907		18<-8<-0<-14<-10
19	2382		19<-16<-9<-14<-10
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	2566		0<-4<-19<-3<-8<-6<-9
1	2931		1<-16<-6<-9
2	2890		2<-10<-5<-3<-8<-6<-9
3	1555		3<-8<-6<-9
4	2344		4<-19<-3<-8<-6<-9
5	2498		5<-3<-8<-6<-9
6	1309		6<-9
7	3341		7<-14<-17<-8<-6<-9
8	1334		8<-6<-9
9	0		9
10	2705		10<-5<-3<-8<-6<-9
11	2535		11<-6<-9
12	2826		12<-17<-8<-6<-9
13	2359		13<-19<-3<-8<-6<-9
14	1779		14<-17<-8<-6<-9
15	2117		15<-17<-8<-6<-9
16	2441		16<-6<-9
17	1580		17<-8<-6<-9
18	2153		18<-6<-9
19	2325		19<-3<-8<-6<-9
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	2833		0<-18<-13<-9
1	1253		1<-18<-13<-9
2	2692		2<-4<-13<-9
3	1338		3<-4<-13<-9
4	905		4<-13<-9
5	2471		5<-14<-1<-18<-13<-9
6	2905		6<-19<-17<-13<-9
7	1122		7<-17<-13<-9
8	2201		8<-9
9	0		9
10	2289		10<-17<-13<-9
11	1451		11<-18<-13<-9
12	1406		12<-13<-9
13	255		13<-9
14	1956		14<-1<-18<-13<-9
15	1690		15<-17<-13<-9
16	1348		16<-1<-18<-13<-9
17	469		17<-13<-9
18	256		18<-13<-9
19	2512		19<-17<-13<-9
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	472		0<-4<-11
1	1545		1<-8<-15<-11
2	1980		2<-17<-16<-11
3	562		3<-0<-4<-11
4	441		4<-11
5	1365		5<-0<-4<-11
6	1384		6<-0<-4<-11
7	1755		7<-15<-11
8	1045		8<-15<-11
9	774		9<-12<-0<-4<-11
10	1114		10<-9<-12<-0<-4<-11
11	0		11
12	483		12<-0<-4<-11
13	784		13<-4<-11
14	2115		14<-3<-0<-4<-11
15	87		15<-11
16	1058		16<-11
17	1102		17<-16<-11
18	952		18<-4<-11
19	1069		19<-9<-12<-0<-4<-11
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	1462		0<-14<-6
1	2952		1<-7<-8<-6
2	1865		2<-8<-6
3	3441		3<-14<-6
4	815		4<-6
5	1553		5<-6
6	0		6
7	2488		7<-8<-6
8	1607		8<-6
9	3533		9<-19<-2<-8<-6
10	1919		10<-2<-8<-6
11	712		11<-18<-6
12	1227		12<-14<-6
13	2095		13<-4<-6
14	1133		14<-6
15	2670		15<-2<-8<-6
16	1509		16<-12<-14<-6
17	2241		17<-14<-6
18	494		18<-6
19	3511		19<-2<-8<-6
Ilosc krawedzi 190 Ilosc wierzcholkow 20 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	2320		1<-14<-18<-7<-0
2	2533		2<-9<-0
3	1396		3<-7<-0
4	2001		4<-13<-0
5	2623		5<-13<-0
6	2703		6<-3<-7<-0
7	1029		7<-0
8	3045		8<-9<-0
9	889		9<-0
10	2309		10<-7<-0
11	2877		11<-14<-18<-7<-0
12	1886		12<-9<-0
13	1574		13<-0
14	2032		14<-18<-7<-0
15	2368		15<-1<-14<-18<-7<-0
16	2334		16<-4<-13<-0
17	2389		17<-12<-9<-0
18	1909		18<-7<-0
19	2099		19<-13<-0
