Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
Cel	Dystans	Sciezka	
0	701		0<-15<-38
1	888		1<-36<-38
2	503		2<-15<-38
3	1540		3<-12<-22<-15<-38
4	1864		4<-19<-38
5	1102		5<-37<-7<-38
6	775		6<-22<-15<-38
7	339		7<-38
8	533		8<-38
9	1549		9<-30<-6<-22<-15<-38
10	1075		10<-15<-38
11	1583		11<-24<-30<-6<-22<-15<-38
12	729		12<-22<-15<-38
13	1281		13<-0<-15<-38
14	947		14<-31<-8<-38
15	198		15<-38
16	1314		16<-28<-18<-36<-38
17	1552		17<-26<-1<-36<-38
18	825		18<-36<-38
19	650		19<-38
20	1490		20<-36<-38
21	1098		21<-37<-7<-38
22	544		22<-15<-38
23	1123		23<-36<-38
24	1414		24<-30<-6<-22<-15<-38
25	1011		25<-32<-7<-38
26	1076		26<-1<-36<-38
27	1718		27<-36<-38
28	890		28<-18<-36<-38
29	1001		29<-28<-18<-36<-38
30	1013		30<-6<-22<-15<-38
31	832		31<-8<-38
32	436		32<-7<-38
33	1462		33<-23<-36<-38
34	1404		34<-5<-37<-7<-38
35	1285		35<-6<-22<-15<-38
36	818		36<-38
37	794		37<-7<-38
38	0		38
39	1215		39<-30<-6<-22<-15<-38
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1318		0<-14<-4
1	1077		1<-10<-4
2	560		2<-30<-19<-23<-4
3	983		3<-26<-30<-19<-23<-4
4	0		4
5	584		5<-23<-4
6	2541		6<-38<-4
7	717		7<-38<-4
8	1053		8<-10<-4
9	686		9<-19<-23<-4
10	411		10<-4
11	845		11<-7<-38<-4
12	1063		12<-11<-7<-38<-4
13	781		13<-19<-23<-4
14	438		14<-4
15	828		15<-18<-14<-4
16	826		16<-7<-38<-4
17	834		17<-18<-14<-4
18	816		18<-14<-4
19	297		19<-23<-4
20	913		20<-4
21	1203		21<-14<-4
22	1445		22<-12<-11<-7<-38<-4
23	91		23<-4
24	629		24<-29<-5<-23<-4
25	828		25<-7<-38<-4
26	810		26<-30<-19<-23<-4
27	1049		27<-30<-19<-23<-4
28	1155		28<-30<-19<-23<-4
29	598		29<-5<-23<-4
30	439		30<-19<-23<-4
31	1104		31<-32<-9<-19<-23<-4
32	1079		32<-9<-19<-23<-4
33	1251		33<-19<-23<-4
34	1203		34<-35<-24<-29<-5<-23<-4
35	1117		35<-24<-29<-5<-23<-4
36	569		36<-2<-30<-19<-23<-4
37	1336		37<-36<-2<-30<-19<-23<-4
38	672		38<-4
39	1702		39<-7<-38<-4
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
0	989		0<-39
1	824		1<-31<-39
2	1138		2<-20<-31<-39
3	1319		3<-15<-1<-31<-39
4	980		4<-39
5	1238		5<-2<-20<-31<-39
6	1888		6<-10<-31<-39
7	1400		7<-39
8	1599		8<-0<-39
9	457		9<-24<-39
10	617		10<-31<-39
11	1372		11<-37<-9<-24<-39
12	1102		12<-30<-31<-39
13	1457		13<-9<-24<-39
14	1661		14<-28<-30<-31<-39
15	983		15<-1<-31<-39
16	1404		16<-15<-1<-31<-39
17	1444		17<-2<-20<-31<-39
18	1716		18<-7<-39
19	1260		19<-34<-15<-1<-31<-39
20	628		20<-31<-39
21	1784		21<-28<-30<-31<-39
22	1725		22<-36<-32<-10<-31<-39
23	2124		23<-18<-7<-39
24	281		24<-39
25	1547		25<-9<-24<-39
26	1155		26<-10<-31<-39
27	1531		27<-13<-9<-24<-39
28	1614		28<-30<-31<-39
29	1642		29<-17<-2<-20<-31<-39
30	892		30<-31<-39
31	318		31<-39
32	1300		32<-10<-31<-39
33	2076		33<-9<-24<-39
34	1155		34<-15<-1<-31<-39
35	1152		35<-2<-20<-31<-39
36	1320		36<-32<-10<-31<-39
37	1190		37<-9<-24<-39
38	1358		38<-32<-10<-31<-39
39	0		39
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
0	1279		0<-31<-32<-38<-3<-39
1	811		1<-24<-3<-39
2	2036		2<-35<-39
3	397		3<-39
4	1454		4<-31<-32<-38<-3<-39
5	1496		5<-30<-9<-13<-8<-38<-3<-39
6	1488		6<-24<-3<-39
7	1625		7<-27<-24<-3<-39
8	746		8<-38<-3<-39
9	1230		9<-13<-8<-38<-3<-39
10	546		10<-38<-3<-39
11	708		11<-10<-38<-3<-39
12	1077		12<-32<-38<-3<-39
13	1178		13<-8<-38<-3<-39
14	1512		14<-21<-19<-31<-32<-38<-3<-39
15	1378		15<-0<-31<-32<-38<-3<-39
16	1964		16<-6<-24<-3<-39
17	2030		17<-31<-32<-38<-3<-39
18	1302		18<-8<-38<-3<-39
19	1386		19<-31<-32<-38<-3<-39
20	1296		20<-39
21	1422		21<-19<-31<-32<-38<-3<-39
22	1362		22<-38<-3<-39
23	1565		23<-39
24	548		24<-3<-39
25	1654		25<-22<-38<-3<-39
26	957		26<-10<-38<-3<-39
27	1318		27<-24<-3<-39
28	1431		28<-8<-38<-3<-39
29	1210		29<-31<-32<-38<-3<-39
30	1321		30<-9<-13<-8<-38<-3<-39
31	1058		31<-32<-38<-3<-39
32	788		32<-38<-3<-39
33	1404		33<-10<-38<-3<-39
34	1092		34<-37<-10<-38<-3<-39
35	1669		35<-39
36	1305		36<-10<-38<-3<-39
37	1039		37<-10<-38<-3<-39
38	444		38<-3<-39
39	0		39
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	1276		0<-22<-17<-34
1	1308		1<-7<-28<-12<-34
2	1510		2<-31<-19<-34
3	2028		3<-11<-19<-34
4	1576		4<-39<-31<-19<-34
5	1999		5<-31<-19<-34
6	2150		6<-2<-31<-19<-34
7	1209		7<-28<-12<-34
8	2183		8<-12<-34
9	1258		9<-20<-29<-19<-34
10	1119		10<-22<-17<-34
11	1101		11<-19<-34
12	358		12<-34
13	1245		13<-27<-19<-34
14	1329		14<-12<-34
15	1589		15<-30<-0<-22<-17<-34
16	1693		16<-31<-19<-34
17	896		17<-34
18	2020		18<-21<-30<-0<-22<-17<-34
19	449		19<-34
20	1246		20<-29<-19<-34
21	1566		21<-30<-0<-22<-17<-34
22	985		22<-17<-34
23	1647		23<-2<-31<-19<-34
24	1472		24<-20<-29<-19<-34
25	1164		25<-12<-34
26	1415		26<-32<-17<-34
27	1030		27<-19<-34
28	777		28<-12<-34
29	892		29<-19<-34
30	1384		30<-0<-22<-17<-34
31	1432		31<-19<-34
32	1002		32<-17<-34
33	1483		33<-1<-7<-28<-12<-34
34	0		34
35	1243		35<-27<-19<-34
36	2247		36<-29<-19<-34
37	1491		37<-32<-17<-34
38	1353		38<-10<-22<-17<-34
39	1509		39<-31<-19<-34
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	1504		0<-3<-6<-32<-26<-16
1	1164		1<-18<-16
2	1520		2<-6<-32<-26<-16
3	741		3<-6<-32<-26<-16
4	823		4<-12<-3<-6<-32<-26<-16
5	807		5<-3<-6<-32<-26<-16
6	721		6<-32<-26<-16
7	1121		7<-26<-16
8	1373		8<-9<-29<-16
9	136		9<-29<-16
10	1085		10<-38<-24<-18<-16
11	1129		11<-18<-16
12	790		12<-3<-6<-32<-26<-16
13	1099		13<-38<-24<-18<-16
14	990		14<-9<-29<-16
15	118		15<-16
16	0		16
17	1178		17<-38<-24<-18<-16
18	837		18<-16
19	1351		19<-33<-9<-29<-16
20	370		20<-29<-16
21	579		21<-9<-29<-16
22	1579		22<-27<-9<-29<-16
23	856		23<-32<-26<-16
24	878		24<-18<-16
25	1101		25<-3<-6<-32<-26<-16
26	528		26<-16
27	227		27<-9<-29<-16
28	1265		28<-20<-29<-16
29	81		29<-16
30	2167		30<-21<-9<-29<-16
31	1212		31<-14<-9<-29<-16
32	688		32<-26<-16
33	888		33<-9<-29<-16
34	1361		34<-20<-29<-16
35	1305		35<-13<-38<-24<-18<-16
36	1443		36<-28<-20<-29<-16
37	970		37<-29<-16
38	1050		38<-24<-18<-16
39	1793		39<-24<-18<-16
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	593		0<-25<-14<-24
1	1062		1<-24
2	1023		2<-32<-28<-13<-0<-25<-14<-24
3	1221		3<-19<-28<-13<-0<-25<-14<-24
4	1176		4<-7<-17<-29<-25<-14<-24
5	1264		5<-39<-37<-24
6	805		6<-28<-13<-0<-25<-14<-24
7	1128		7<-17<-29<-25<-14<-24
8	1234		8<-19<-28<-13<-0<-25<-14<-24
9	1277		9<-27<-10<-24
10	359		10<-24
11	1298		11<-19<-28<-13<-0<-25<-14<-24
12	634		12<-24
13	672		13<-0<-25<-14<-24
14	467		14<-24
15	1345		15<-0<-25<-14<-24
16	1248		16<-28<-13<-0<-25<-14<-24
17	935		17<-29<-25<-14<-24
18	1114		18<-27<-10<-24
19	767		19<-28<-13<-0<-25<-14<-24
20	1115		20<-6<-28<-13<-0<-25<-14<-24
21	832		21<-19<-28<-13<-0<-25<-14<-24
22	887		22<-12<-24
23	1262		23<-13<-0<-25<-14<-24
24	0		24
25	539		25<-14<-24
26	1440		26<-14<-24
27	736		27<-10<-24
28	686		28<-13<-0<-25<-14<-24
29	700		29<-25<-14<-24
30	1284		30<-24
31	732		31<-13<-0<-25<-14<-24
32	729		32<-28<-13<-0<-25<-14<-24
33	1213		33<-29<-25<-14<-24
34	1415		34<-13<-0<-25<-14<-24
35	1337		35<-16<-28<-13<-0<-25<-14<-24
36	1144		36<-27<-10<-24
37	874		37<-24
38	1207		38<-7<-17<-29<-25<-14<-24
39	981		39<-37<-24
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1018		0<-9<-15<-18
1	1040		1<-15<-18
2	486		2<-7<-15<-18
3	1542		3<-9<-15<-18
4	689		4<-36<-7<-15<-18
5	1419		5<-35<-18
6	911		6<-18
7	465		7<-15<-18
8	1096		8<-12<-38<-2<-7<-15<-18
9	991		9<-15<-18
10	1446		10<-9<-15<-18
11	1339		11<-30<-14<-15<-18
12	677		12<-38<-2<-7<-15<-18
13	978		13<-18
14	349		14<-15<-18
15	291		15<-18
16	1053		16<-15<-18
17	1342		17<-30<-14<-15<-18
18	0		18
19	866		19<-2<-7<-15<-18
20	1843		20<-17<-30<-14<-15<-18
21	950		21<-4<-36<-7<-15<-18
22	891		22<-7<-15<-18
23	1361		23<-2<-7<-15<-18
24	1394		24<-13<-18
25	1416		25<-32<-15<-18
26	1228		26<-18
27	980		27<-4<-36<-7<-15<-18
28	1300		28<-0<-9<-15<-18
29	1639		29<-35<-18
30	904		30<-14<-15<-18
31	1099		31<-13<-18
32	986		32<-15<-18
33	1594		33<-22<-7<-15<-18
34	1164		34<-6<-18
35	1415		35<-18
36	528		36<-7<-15<-18
37	1087		37<-21<-4<-36<-7<-15<-18
38	676		38<-2<-7<-15<-18
39	975		39<-12<-38<-2<-7<-15<-18
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 38
Cel	Dystans	Sciezka	
0	977		0<-11<-9<-13<-38
1	741		1<-10<-37<-8<-13<-38
2	650		2<-9<-13<-38
3	93		3<-38
4	866		4<-22<-13<-38
5	723		5<-14<-13<-38
6	599		6<-22<-13<-38
7	626		7<-38
8	236		8<-13<-38
9	159		9<-13<-38
10	329		10<-37<-8<-13<-38
11	508		11<-9<-13<-38
12	839		12<-10<-37<-8<-13<-38
13	156		13<-38
14	650		14<-13<-38
15	914		15<-2<-9<-13<-38
16	239		16<-38
17	1001		17<-18<-19<-38
18	748		18<-19<-38
19	291		19<-38
20	989		20<-34<-8<-13<-38
21	773		21<-37<-8<-13<-38
22	250		22<-13<-38
23	1417		23<-31<-22<-13<-38
24	907		24<-2<-9<-13<-38
25	319		25<-16<-38
26	967		26<-39<-3<-38
27	1408		27<-37<-8<-13<-38
28	1464		28<-26<-39<-3<-38
29	720		29<-8<-13<-38
30	826		30<-14<-13<-38
31	768		31<-22<-13<-38
32	1209		32<-12<-10<-37<-8<-13<-38
33	1761		33<-23<-31<-22<-13<-38
34	362		34<-8<-13<-38
35	1525		35<-3<-38
36	957		36<-21<-37<-8<-13<-38
37	296		37<-8<-13<-38
38	0		38
39	915		39<-3<-38
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 32
Cel	Dystans	Sciezka	
0	663		0<-6<-32
1	1102		1<-0<-6<-32
2	586		2<-7<-21<-32
3	506		3<-34<-7<-21<-32
4	663		4<-34<-7<-21<-32
5	1078		5<-22<-2<-7<-21<-32
6	480		6<-32
7	258		7<-21<-32
8	695		8<-38<-21<-32
9	859		9<-35<-10<-37<-32
10	643		10<-37<-32
11	1196		11<-36<-0<-6<-32
12	507		12<-38<-21<-32
13	702		13<-31<-37<-32
14	1112		14<-31<-37<-32
15	616		15<-34<-7<-21<-32
16	874		16<-37<-32
17	661		17<-7<-21<-32
18	706		18<-32
19	825		19<-24<-36<-0<-6<-32
20	223		20<-21<-32
21	152		21<-32
22	815		22<-2<-7<-21<-32
23	791		23<-31<-37<-32
24	791		24<-36<-0<-6<-32
25	1363		25<-17<-7<-21<-32
26	680		26<-4<-34<-7<-21<-32
27	688		27<-7<-21<-32
28	1359		28<-22<-2<-7<-21<-32
29	1354		29<-22<-2<-7<-21<-32
30	812		30<-4<-34<-7<-21<-32
31	652		31<-37<-32
32	0		32
33	870		33<-32
34	467		34<-7<-21<-32
35	657		35<-10<-37<-32
36	769		36<-0<-6<-32
37	379		37<-32
38	224		38<-21<-32
39	971		39<-30<-4<-34<-7<-21<-32
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	618		0<-35<-13<-26
1	642		1<-36<-26
2	676		2<-30<-36<-26
3	1899		3<-28<-15<-26
4	903		4<-13<-26
5	1483		5<-4<-13<-26
6	935		6<-28<-15<-26
7	706		7<-36<-26
8	415		8<-36<-26
9	898		9<-30<-36<-26
10	444		10<-15<-26
11	1054		11<-32<-35<-13<-26
12	965		12<-26
13	411		13<-26
14	472		14<-15<-26
15	108		15<-26
16	834		16<-38<-8<-36<-26
17	1140		17<-35<-13<-26
18	982		18<-31<-34<-15<-26
19	912		19<-14<-15<-26
20	1204		20<-21<-32<-35<-13<-26
21	1114		21<-32<-35<-13<-26
22	1414		22<-7<-36<-26
23	943		23<-39<-0<-35<-13<-26
24	744		24<-15<-26
25	1248		25<-8<-36<-26
26	0		26
27	970		27<-0<-35<-13<-26
28	843		28<-15<-26
29	977		29<-23<-39<-0<-35<-13<-26
30	402		30<-36<-26
31	698		31<-34<-15<-26
32	541		32<-35<-13<-26
33	870		33<-8<-36<-26
34	348		34<-15<-26
35	426		35<-13<-26
36	220		36<-26
37	1269		37<-28<-15<-26
38	831		38<-8<-36<-26
39	893		39<-0<-35<-13<-26
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	717		0<-17
1	1474		1<-11<-21<-34<-17
2	1463		2<-18<-0<-17
3	1207		3<-26<-5<-34<-17
4	1460		4<-5<-34<-17
5	819		5<-34<-17
6	616		6<-21<-34<-17
7	1322		7<-31<-26<-5<-34<-17
8	1848		8<-35<-7<-31<-26<-5<-34<-17
9	2016		9<-28<-26<-5<-34<-17
10	1862		10<-17
11	1207		11<-21<-34<-17
12	1375		12<-30<-25<-11<-21<-34<-17
13	1246		13<-23<-6<-21<-34<-17
14	1369		14<-26<-5<-34<-17
15	1297		15<-24<-21<-34<-17
16	1331		16<-28<-26<-5<-34<-17
17	0		17
18	1193		18<-0<-17
19	1295		19<-34<-17
20	1279		20<-39<-21<-34<-17
21	513		21<-34<-17
22	883		22<-34<-17
23	1234		23<-6<-21<-34<-17
24	812		24<-21<-34<-17
25	1251		25<-11<-21<-34<-17
26	1112		26<-5<-34<-17
27	1582		27<-36<-11<-21<-34<-17
28	1197		28<-26<-5<-34<-17
29	1805		29<-5<-34<-17
30	1345		30<-25<-11<-21<-34<-17
31	1262		31<-26<-5<-34<-17
32	1299		32<-37<-0<-17
33	1484		33<-3<-26<-5<-34<-17
34	463		34<-17
35	1660		35<-7<-31<-26<-5<-34<-17
36	1335		36<-11<-21<-34<-17
37	988		37<-0<-17
38	2092		38<-18<-0<-17
39	947		39<-21<-34<-17
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	828		0<-19<-24<-13
1	1612		1<-30<-37<-23<-0<-19<-24<-13
2	1130		2<-13
3	1342		3<-36<-24<-13
4	1263		4<-13
5	1919		5<-19<-24<-13
6	1499		6<-4<-13
7	1564		7<-24<-13
8	1447		8<-36<-24<-13
9	1454		9<-23<-0<-19<-24<-13
10	1838		10<-15<-35<-24<-13
11	1510		11<-3<-36<-24<-13
12	1833		12<-29<-6<-4<-13
13	0		13
14	1532		14<-33<-13
15	1708		15<-35<-24<-13
16	1531		16<-36<-24<-13
17	1552		17<-23<-0<-19<-24<-13
18	1427		18<-21<-13
19	809		19<-24<-13
20	1427		20<-3<-36<-24<-13
21	454		21<-13
22	1499		22<-38<-21<-13
23	1186		23<-0<-19<-24<-13
24	802		24<-13
25	1511		25<-13
26	1747		26<-13
27	1538		27<-36<-24<-13
28	2059		28<-26<-13
29	1538		29<-6<-4<-13
30	1305		30<-37<-23<-0<-19<-24<-13
31	1571		31<-18<-21<-13
32	1574		32<-17<-23<-0<-19<-24<-13
33	1024		33<-13
34	837		34<-0<-19<-24<-13
35	1353		35<-24<-13
36	977		36<-24<-13
37	1196		37<-23<-0<-19<-24<-13
38	1297		38<-21<-13
39	1885		39<-31<-18<-21<-13
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	1078		0<-25<-35<-16
1	1150		1<-5<-15<-16
2	855		2<-30<-6<-15<-16
3	1245		3<-5<-15<-16
4	913		4<-5<-15<-16
5	638		5<-15<-16
6	852		6<-15<-16
7	1182		7<-16
8	1152		8<-30<-6<-15<-16
9	904		9<-27<-25<-35<-16
10	1080		10<-4<-5<-15<-16
11	1635		11<-34<-24<-6<-15<-16
12	921		12<-15<-16
13	1190		13<-21<-36<-15<-16
14	951		14<-33<-6<-15<-16
15	30		15<-16
16	0		16
17	950		17<-30<-6<-15<-16
18	1237		18<-5<-15<-16
19	1260		19<-9<-27<-25<-35<-16
20	1126		20<-33<-6<-15<-16
21	882		21<-36<-15<-16
22	1353		22<-3<-5<-15<-16
23	1506		23<-12<-15<-16
24	902		24<-6<-15<-16
25	734		25<-35<-16
26	1066		26<-32<-25<-35<-16
27	793		27<-25<-35<-16
28	2132		28<-30<-6<-15<-16
29	1202		29<-27<-25<-35<-16
30	854		30<-6<-15<-16
31	1428		31<-14<-33<-6<-15<-16
32	848		32<-25<-35<-16
33	941		33<-6<-15<-16
34	1108		34<-24<-6<-15<-16
35	234		35<-16
36	612		36<-15<-16
37	1702		37<-2<-30<-6<-15<-16
38	1655		38<-32<-25<-35<-16
39	1583		39<-2<-30<-6<-15<-16
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 32
Cel	Dystans	Sciezka	
0	1686		0<-38<-3<-11<-10<-32
1	1606		1<-2<-13<-11<-10<-32
2	1072		2<-13<-11<-10<-32
3	434		3<-11<-10<-32
4	1521		4<-31<-36<-3<-11<-10<-32
5	1497		5<-10<-32
6	1328		6<-23<-30<-21<-28<-9<-37<-10<-32
7	803		7<-10<-32
8	1004		8<-37<-10<-32
9	122		9<-37<-10<-32
10	8		10<-32
11	280		11<-10<-32
12	490		12<-11<-10<-32
13	536		13<-11<-10<-32
14	1277		14<-3<-11<-10<-32
15	629		15<-32
16	365		16<-9<-37<-10<-32
17	732		17<-15<-32
18	589		18<-34<-11<-10<-32
19	1422		19<-38<-3<-11<-10<-32
20	1478		20<-15<-32
21	1054		21<-28<-9<-37<-10<-32
22	1120		22<-8<-37<-10<-32
23	1322		23<-30<-21<-28<-9<-37<-10<-32
24	1682		24<-11<-10<-32
25	1475		25<-29<-35<-18<-34<-11<-10<-32
26	1197		26<-21<-28<-9<-37<-10<-32
27	1090		27<-17<-15<-32
28	961		28<-9<-37<-10<-32
29	1430		29<-35<-18<-34<-11<-10<-32
30	1275		30<-21<-28<-9<-37<-10<-32
31	1489		31<-36<-3<-11<-10<-32
32	0		32
33	1214		33<-17<-15<-32
34	572		34<-11<-10<-32
35	891		35<-18<-34<-11<-10<-32
36	464		36<-3<-11<-10<-32
37	83		37<-10<-32
38	702		38<-3<-11<-10<-32
39	1483		39<-19<-38<-3<-11<-10<-32
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	613		0<-19<-27<-4
1	644		1<-13<-24<-25<-37<-19<-27<-4
2	262		2<-32<-14<-4
3	822		3<-6<-4
4	0		4
5	1110		5<-4
6	573		6<-4
7	1020		7<-32<-14<-4
8	276		8<-27<-4
9	730		9<-38<-2<-32<-14<-4
10	801		10<-25<-37<-19<-27<-4
11	1293		11<-6<-4
12	524		12<-29<-14<-4
13	600		13<-24<-25<-37<-19<-27<-4
14	82		14<-4
15	764		15<-6<-4
16	1332		16<-24<-25<-37<-19<-27<-4
17	616		17<-19<-27<-4
18	672		18<-25<-37<-19<-27<-4
19	496		19<-27<-4
20	1070		20<-10<-25<-37<-19<-27<-4
21	808		21<-4
22	1208		22<-0<-19<-27<-4
23	830		23<-21<-4
24	556		24<-25<-37<-19<-27<-4
25	517		25<-37<-19<-27<-4
26	1467		26<-12<-29<-14<-4
27	9		27<-4
28	977		28<-24<-25<-37<-19<-27<-4
29	268		29<-14<-4
30	1129		30<-32<-14<-4
31	891		31<-24<-25<-37<-19<-27<-4
32	171		32<-14<-4
33	414		33<-2<-32<-14<-4
34	888		34<-29<-14<-4
35	797		35<-13<-24<-25<-37<-19<-27<-4
36	974		36<-1<-13<-24<-25<-37<-19<-27<-4
37	510		37<-19<-27<-4
38	692		38<-2<-32<-14<-4
39	932		39<-38<-2<-32<-14<-4
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1681		0<-17<-4
1	1277		1<-4
2	1248		2<-26<-4
3	1746		3<-10<-4
4	0		4
5	1680		5<-18<-33<-9<-4
6	1154		6<-12<-26<-4
7	1180		7<-6<-12<-26<-4
8	1797		8<-21<-2<-26<-4
9	567		9<-4
10	1197		10<-4
11	1548		11<-10<-4
12	1144		12<-26<-4
13	1735		13<-17<-4
14	1903		14<-34<-15<-2<-26<-4
15	1349		15<-2<-26<-4
16	1448		16<-35<-7<-6<-12<-26<-4
17	1179		17<-4
18	1203		18<-33<-9<-4
19	1372		19<-4
20	1856		20<-33<-9<-4
21	1406		21<-2<-26<-4
22	1316		22<-26<-4
23	1938		23<-3<-10<-4
24	1826		24<-4
25	1799		25<-13<-17<-4
26	683		26<-4
27	1460		27<-1<-4
28	1767		28<-35<-7<-6<-12<-26<-4
29	1535		29<-4
30	1579		30<-19<-4
31	2135		31<-19<-4
32	1443		32<-4
33	1094		33<-9<-4
34	1391		34<-15<-2<-26<-4
35	1445		35<-7<-6<-12<-26<-4
36	1502		36<-18<-33<-9<-4
37	1224		37<-33<-9<-4
38	1417		38<-12<-26<-4
39	1944		39<-8<-21<-2<-26<-4
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 33
Cel	Dystans	Sciezka	
0	1729		0<-28<-29<-33
1	1665		1<-15<-28<-29<-33
2	1793		2<-33
3	1982		3<-14<-33
4	1920		4<-28<-29<-33
5	1846		5<-22<-20<-31<-33
6	1939		6<-33
7	1837		7<-25<-8<-28<-29<-33
8	1135		8<-28<-29<-33
9	1282		9<-31<-33
10	2031		10<-14<-33
11	1492		11<-9<-31<-33
12	1937		12<-17<-27<-30<-28<-29<-33
13	1773		13<-21<-11<-9<-31<-33
14	1848		14<-33
15	1336		15<-28<-29<-33
16	1914		16<-33
17	1686		17<-27<-30<-28<-29<-33
18	1607		18<-11<-9<-31<-33
19	1965		19<-27<-30<-28<-29<-33
20	1544		20<-31<-33
21	1585		21<-11<-9<-31<-33
22	1718		22<-20<-31<-33
23	1601		23<-11<-9<-31<-33
24	2076		24<-34<-33
25	1645		25<-8<-28<-29<-33
26	1637		26<-9<-31<-33
27	1498		27<-30<-28<-29<-33
28	945		28<-29<-33
29	916		29<-33
30	1165		30<-28<-29<-33
31	626		31<-33
32	1859		32<-8<-28<-29<-33
33	0		33
34	1690		34<-33
35	1707		35<-33
36	1739		36<-37<-33
37	1673		37<-33
38	1679		38<-29<-33
39	1932		39<-9<-31<-33
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	195		0<-3
1	370		1<-0<-3
2	740		2<-36<-3
3	0		3
4	939		4<-3
5	423		5<-3
6	1264		6<-30<-35<-15<-5<-3
7	1260		7<-2<-36<-3
8	1541		8<-13<-3
9	1515		9<-3
10	729		10<-15<-5<-3
11	1086		11<-10<-15<-5<-3
12	673		12<-21<-5<-3
13	685		13<-3
14	1868		14<-20<-17<-16<-5<-3
15	468		15<-5<-3
16	631		16<-5<-3
17	942		17<-16<-5<-3
18	1054		18<-13<-3
19	1467		19<-6<-30<-35<-15<-5<-3
20	1152		20<-17<-16<-5<-3
21	468		21<-5<-3
22	650		22<-32<-21<-5<-3
23	880		23<-36<-3
24	1233		24<-32<-21<-5<-3
25	1080		25<-32<-21<-5<-3
26	971		26<-15<-5<-3
27	1056		27<-12<-21<-5<-3
28	1234		28<-18<-13<-3
29	1057		29<-12<-21<-5<-3
30	733		30<-35<-15<-5<-3
31	1509		31<-36<-3
32	585		32<-21<-5<-3
33	859		33<-10<-15<-5<-3
34	1130		34<-5<-3
35	496		35<-15<-5<-3
36	645		36<-3
37	1427		37<-18<-13<-3
38	1088		38<-21<-5<-3
39	661		39<-35<-15<-5<-3
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 31
Cel	Dystans	Sciezka	
0	1204		0<-5<-32<-1<-7<-31
1	450		1<-7<-31
2	973		2<-32<-1<-7<-31
3	591		3<-24<-22<-31
4	1036		4<-26<-24<-22<-31
5	928		5<-32<-1<-7<-31
6	713		6<-28<-7<-31
7	354		7<-31
8	1328		8<-13<-23<-39<-7<-31
9	1159		9<-27<-26<-24<-22<-31
10	910		10<-3<-24<-22<-31
11	932		11<-5<-32<-1<-7<-31
12	1532		12<-26<-24<-22<-31
13	942		13<-23<-39<-7<-31
14	1314		14<-16<-39<-7<-31
15	1137		15<-1<-7<-31
16	956		16<-39<-7<-31
17	1158		17<-3<-24<-22<-31
18	1423		18<-16<-39<-7<-31
19	916		19<-39<-7<-31
20	1022		20<-39<-7<-31
21	1001		21<-39<-7<-31
22	59		22<-31
23	936		23<-39<-7<-31
24	309		24<-22<-31
25	1064		25<-21<-39<-7<-31
26	618		26<-24<-22<-31
27	693		27<-26<-24<-22<-31
28	656		28<-7<-31
29	920		29<-24<-22<-31
30	1026		30<-5<-32<-1<-7<-31
31	0		31
32	695		32<-1<-7<-31
33	1035		33<-20<-39<-7<-31
34	956		34<-24<-22<-31
35	1263		35<-38<-34<-24<-22<-31
36	1278		36<-3<-24<-22<-31
37	2140		37<-19<-39<-7<-31
38	974		38<-34<-24<-22<-31
39	619		39<-7<-31
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 4
