Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
36	1079		36<-25<-30
37	560		37<-3<-30
38	1713		38<-36<-25<-30
39	546		39<-34<-25<-30
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	2390		0<-33<-4
1	757		1<-35<-4
2	583		2<-35<-4
3	2695		3<-34<-11<-38<-35<-4
4	0		4
5	1473		5<-39<-33<-4
6	1414		6<-32<-27<-28<-38<-35<-4
7	2679		7<-33<-4
8	1779		8<-33<-4
9	1309		9<-29<-4
10	1502		10<-38<-35<-4
11	747		11<-38<-35<-4
12	946		12<-34<-11<-38<-35<-4
13	1192		13<-30<-4
14	1007		14<-33<-4
15	2098		15<-16<-17<-33<-4
16	1034		16<-17<-33<-4
17	929		17<-33<-4
18	2061		18<-32<-27<-28<-38<-35<-4
19	3314		19<-32<-27<-28<-38<-35<-4
20	1371		20<-39<-33<-4
21	1998		21<-38<-35<-4
22	2026		22<-33<-4
23	1917		23<-32<-27<-28<-38<-35<-4
24	2710		24<-30<-4
25	1327		25<-32<-27<-28<-38<-35<-4
26	899		26<-34<-11<-38<-35<-4
27	1046		27<-28<-38<-35<-4
28	919		28<-38<-35<-4
29	606		29<-4
30	1022		30<-4
31	1365		31<-11<-38<-35<-4
32	1258		32<-27<-28<-38<-35<-4
33	272		33<-4
34	760		34<-11<-38<-35<-4
35	517		35<-4
36	1026		36<-1<-35<-4
37	1558		37<-17<-33<-4
38	547		38<-35<-4
39	968		39<-33<-4
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	2612		0<-37<-27
1	2480		1<-2<-35<-28<-37<-27
2	2460		2<-35<-28<-37<-27
3	3868		3<-39<-32<-16<-37<-27
4	4360		4<-3<-39<-32<-16<-37<-27
5	3133		5<-36<-19<-37<-27
6	3300		6<-5<-36<-19<-37<-27
7	3288		7<-31<-16<-37<-27
8	3995		8<-32<-16<-37<-27
9	4252		9<-35<-28<-37<-27
10	2733		10<-11<-36<-19<-37<-27
11	2369		11<-36<-19<-37<-27
12	4292		12<-36<-19<-37<-27
13	2581		13<-37<-27
14	3347		14<-36<-19<-37<-27
15	3935		15<-30<-35<-28<-37<-27
16	1974		16<-37<-27
17	3258		17<-32<-16<-37<-27
18	4624		18<-19<-37<-27
19	1814		19<-37<-27
20	1611		20<-37<-27
21	4206		21<-34<-10<-11<-36<-19<-37<-27
22	3867		22<-23<-35<-28<-37<-27
23	3649		23<-35<-28<-37<-27
24	2770		24<-36<-19<-37<-27
25	3435		25<-32<-16<-37<-27
26	4237		26<-36<-19<-37<-27
27	0		27
28	2381		28<-37<-27
29	4377		29<-39<-32<-16<-37<-27
30	3566		30<-35<-28<-37<-27
31	3228		31<-16<-37<-27
32	2227		32<-16<-37<-27
33	4561		33<-37<-27
34	3665		34<-10<-11<-36<-19<-37<-27
35	2420		35<-28<-37<-27
36	2148		36<-19<-37<-27
37	835		37<-27
38	3111		38<-24<-36<-19<-37<-27
39	2674		39<-32<-16<-37<-27
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	3986		0<-29<-34<-10<-39<-17
1	2264		1<-29<-34<-10<-39<-17
2	2395		2<-29<-34<-10<-39<-17
3	1997		3<-36<-35<-26<-30<-28<-39<-17
4	2466		4<-36<-35<-26<-30<-28<-39<-17
5	1559		5<-29<-34<-10<-39<-17
6	1636		6<-30<-28<-39<-17
7	935		7<-34<-10<-39<-17
8	1966		8<-37<-19<-39<-17
9	1373		9<-30<-28<-39<-17
10	633		10<-39<-17
11	3031		11<-36<-35<-26<-30<-28<-39<-17
12	1750		12<-30<-28<-39<-17
13	2452		13<-36<-35<-26<-30<-28<-39<-17
14	1353		14<-34<-10<-39<-17
15	2414		15<-32<-39<-17
16	1640		16<-32<-39<-17
17	0		17
18	2456		18<-30<-28<-39<-17
19	902		19<-39<-17
20	1980		20<-19<-39<-17
21	1928		21<-33<-10<-39<-17
22	2760		22<-23<-30<-28<-39<-17
23	2538		23<-30<-28<-39<-17
24	2086		24<-25<-30<-28<-39<-17
25	1562		25<-30<-28<-39<-17
26	913		26<-30<-28<-39<-17
27	1200		27<-28<-39<-17
28	758		28<-39<-17
29	1419		29<-34<-10<-39<-17
30	802		30<-28<-39<-17
31	2570		31<-21<-33<-10<-39<-17
32	590		32<-39<-17
33	1731		33<-10<-39<-17
34	707		34<-10<-39<-17
35	1809		35<-26<-30<-28<-39<-17
36	1989		36<-35<-26<-30<-28<-39<-17
37	1772		37<-19<-39<-17
38	2127		38<-36<-35<-26<-30<-28<-39<-17
39	557		39<-17
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	514		0<-31<-7
1	2268		1<-34<-6<-31<-7
2	2408		2<-30<-36<-4<-34<-6<-31<-7
3	1177		3<-34<-6<-31<-7
4	1478		4<-34<-6<-31<-7
5	1150		5<-33<-31<-7
6	114		6<-31<-7
7	0		7
8	758		8<-35<-31<-7
9	1781		9<-38<-3<-34<-6<-31<-7
10	2664		10<-35<-31<-7
11	3279		11<-33<-31<-7
12	1712		12<-39<-34<-6<-31<-7
13	532		13<-31<-7
14	576		14<-34<-6<-31<-7
15	1181		15<-14<-34<-6<-31<-7
16	2492		16<-32<-0<-31<-7
17	390		17<-35<-31<-7
18	2257		18<-37<-0<-31<-7
19	1436		19<-34<-6<-31<-7
20	2558		20<-31<-7
21	3428		21<-33<-31<-7
22	1509		22<-31<-7
23	1895		23<-22<-31<-7
24	1702		24<-35<-31<-7
25	2542		25<-34<-6<-31<-7
26	2772		26<-25<-34<-6<-31<-7
27	1898		27<-33<-31<-7
28	1171		28<-29<-8<-35<-31<-7
29	871		29<-8<-35<-31<-7
30	2390		30<-36<-4<-34<-6<-31<-7
31	59		31<-7
32	1669		32<-0<-31<-7
33	551		33<-31<-7
34	294		34<-6<-31<-7
35	102		35<-31<-7
36	1665		36<-4<-34<-6<-31<-7
37	1570		37<-0<-31<-7
38	1428		38<-3<-34<-6<-31<-7
39	730		39<-34<-6<-31<-7
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	793		0<-38<-10
1	2464		1<-37<-0<-38<-10
2	1737		2<-31<-10
3	2738		3<-33<-25<-38<-10
4	1495		4<-32<-31<-10
5	2471		5<-37<-0<-38<-10
6	2606		6<-5<-37<-0<-38<-10
7	1141		7<-30<-8<-32<-31<-10
8	1007		8<-32<-31<-10
9	1612		9<-30<-8<-32<-31<-10
10	0		10
11	1383		11<-30<-8<-32<-31<-10
12	2069		12<-30<-8<-32<-31<-10
13	1474		13<-30<-8<-32<-31<-10
14	2256		14<-32<-31<-10
15	2050		15<-36<-25<-38<-10
16	1116		16<-31<-10
17	1543		17<-32<-31<-10
18	2249		18<-32<-31<-10
19	1136		19<-37<-0<-38<-10
20	4949		20<-30<-8<-32<-31<-10
21	2637		21<-30<-8<-32<-31<-10
22	544		22<-31<-10
23	1728		23<-35<-22<-31<-10
24	3866		24<-31<-10
25	870		25<-38<-10
26	1876		26<-25<-38<-10
27	1157		27<-37<-0<-38<-10
28	2349		28<-32<-31<-10
29	1718		29<-32<-31<-10
30	1036		30<-8<-32<-31<-10
31	319		31<-10
32	898		32<-31<-10
33	1955		33<-25<-38<-10
34	1799		34<-32<-31<-10
35	1272		35<-22<-31<-10
36	1332		36<-25<-38<-10
37	1103		37<-0<-38<-10
38	575		38<-10
39	1695		39<-37<-0<-38<-10
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 29
Cel	Dystans	Sciezka	
0	2184		0<-37<-32<-1<-33<-35<-12<-29
1	1670		1<-33<-35<-12<-29
2	3138		2<-38<-30<-13<-29
3	3180		3<-31<-36<-7<-30<-13<-29
4	4534		4<-5<-6<-31<-36<-7<-30<-13<-29
5	2289		5<-6<-31<-36<-7<-30<-13<-29
6	2186		6<-31<-36<-7<-30<-13<-29
7	1352		7<-30<-13<-29
8	2966		8<-30<-13<-29
9	1469		9<-36<-7<-30<-13<-29
10	3058		10<-38<-30<-13<-29
11	3880		11<-33<-35<-12<-29
12	1280		12<-29
13	999		13<-29
14	823		14<-29
15	1351		15<-29
16	3483		16<-33<-35<-12<-29
17	3534		17<-31<-36<-7<-30<-13<-29
18	1647		18<-30<-13<-29
19	2513		19<-37<-32<-1<-33<-35<-12<-29
20	4569		20<-36<-7<-30<-13<-29
21	1809		21<-36<-7<-30<-13<-29
22	2830		22<-30<-13<-29
23	2994		23<-34<-13<-29
24	2621		24<-34<-13<-29
25	2272		25<-32<-1<-33<-35<-12<-29
26	2379		26<-33<-35<-12<-29
27	1628		27<-33<-35<-12<-29
28	2002		28<-38<-30<-13<-29
29	0		29
30	1071		30<-13<-29
31	1913		31<-36<-7<-30<-13<-29
32	1861		32<-1<-33<-35<-12<-29
33	1516		33<-35<-12<-29
34	1809		34<-13<-29
35	1436		35<-12<-29
36	1435		36<-7<-30<-13<-29
37	2065		37<-32<-1<-33<-35<-12<-29
38	1865		38<-30<-13<-29
39	1588		39<-13<-29
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	4770		0<-31<-5<-38<-29<-30<-8
1	2841		1<-2<-29<-30<-8
2	2218		2<-29<-30<-8
3	2685		3<-35<-29<-30<-8
4	2373		4<-5<-38<-29<-30<-8
5	1405		5<-38<-29<-30<-8
6	4706		6<-39<-14<-30<-8
7	1439		7<-38<-29<-30<-8
8	0		8
9	2976		9<-35<-29<-30<-8
10	2129		10<-38<-29<-30<-8
11	2464		11<-29<-30<-8
12	1543		12<-39<-14<-30<-8
13	1433		13<-35<-29<-30<-8
14	1186		14<-30<-8
15	1723		15<-29<-30<-8
16	2755		16<-15<-29<-30<-8
17	3193		17<-16<-15<-29<-30<-8
18	2992		18<-36<-5<-38<-29<-30<-8
19	2869		19<-32<-7<-38<-29<-30<-8
20	3632		20<-37<-26<-30<-8
21	2034		21<-39<-14<-30<-8
22	1233		22<-30<-8
23	1813		23<-22<-30<-8
24	1604		24<-30<-8
25	2492		25<-39<-14<-30<-8
26	1923		26<-30<-8
27	2416		27<-34<-35<-29<-30<-8
28	1725		28<-30<-8
29	1113		29<-30<-8
30	1027		30<-8
31	1562		31<-5<-38<-29<-30<-8
32	2476		32<-7<-38<-29<-30<-8
33	1850		33<-22<-30<-8
34	1556		34<-35<-29<-30<-8
35	1396		35<-29<-30<-8
36	2584		36<-5<-38<-29<-30<-8
37	2596		37<-26<-30<-8
38	1310		38<-29<-30<-8
39	1446		39<-14<-30<-8
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	1090		0<-35<-29<-33<-9
1	1097		1<-39<-31<-9
2	2242		2<-37<-24<-33<-9
3	3371		3<-39<-31<-9
4	1701		4<-34<-38<-19<-31<-9
5	2168		5<-4<-34<-38<-19<-31<-9
6	2036		6<-34<-38<-19<-31<-9
7	1625		7<-34<-38<-19<-31<-9
8	2300		8<-7<-34<-38<-19<-31<-9
9	0		9
10	1007		10<-37<-24<-33<-9
11	1501		11<-29<-33<-9
12	3111		12<-11<-29<-33<-9
13	985		13<-29<-33<-9
14	1770		14<-36<-19<-31<-9
15	601		15<-31<-9
16	1682		16<-36<-19<-31<-9
17	2085		17<-30<-10<-37<-24<-33<-9
18	1240		18<-37<-24<-33<-9
19	662		19<-31<-9
20	3850		20<-39<-31<-9
21	1361		21<-33<-9
22	1903		22<-33<-9
23	2354		23<-24<-33<-9
24	590		24<-33<-9
25	1074		25<-26<-33<-9
26	852		26<-33<-9
27	1179		27<-35<-29<-33<-9
28	1891		28<-34<-38<-19<-31<-9
29	827		29<-33<-9
30	1591		30<-10<-37<-24<-33<-9
31	379		31<-9
32	1959		32<-10<-37<-24<-33<-9
33	410		33<-9
34	1405		34<-38<-19<-31<-9
35	904		35<-29<-33<-9
36	1304		36<-19<-31<-9
37	854		37<-24<-33<-9
38	1326		38<-19<-31<-9
39	773		39<-31<-9
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	1200		0<-36<-30<-23
1	1210		1<-33<-32<-22<-30<-23
2	2376		2<-36<-30<-23
3	445		3<-30<-23
4	1026		4<-30<-23
5	702		5<-37<-22<-30<-23
6	3933		6<-35<-22<-30<-23
7	2122		7<-29<-5<-37<-22<-30<-23
8	3806		8<-39<-4<-30<-23
9	1674		9<-35<-22<-30<-23
10	2015		10<-37<-22<-30<-23
11	2185		11<-12<-32<-22<-30<-23
12	2040		12<-32<-22<-30<-23
13	2341		13<-29<-5<-37<-22<-30<-23
14	2045		14<-30<-23
15	1262		15<-37<-22<-30<-23
16	1755		16<-37<-22<-30<-23
17	1618		17<-32<-22<-30<-23
18	2168		18<-37<-22<-30<-23
19	1584		19<-36<-30<-23
20	1460		20<-30<-23
21	1347		21<-33<-32<-22<-30<-23
22	373		22<-30<-23
23	0		23
24	2731		24<-36<-30<-23
25	2416		25<-35<-22<-30<-23
26	2578		26<-27<-30<-23
27	546		27<-30<-23
28	1091		28<-33<-32<-22<-30<-23
29	1289		29<-5<-37<-22<-30<-23
30	302		30<-23
31	1998		31<-36<-30<-23
32	498		32<-22<-30<-23
33	1062		33<-32<-22<-30<-23
34	722		34<-30<-23
35	1556		35<-22<-30<-23
36	1066		36<-30<-23
37	655		37<-22<-30<-23
38	1620		38<-3<-30<-23
39	2188		39<-4<-30<-23
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	2097		0<-33<-31<-34<-30<-25
1	1708		1<-39<-19<-31<-34<-30<-25
2	1706		2<-32<-25
3	857		3<-30<-25
4	971		4<-3<-30<-25
5	1143		5<-4<-3<-30<-25
6	1199		6<-30<-25
7	991		7<-8<-30<-25
8	551		8<-30<-25
9	1546		9<-32<-25
10	638		10<-34<-30<-25
11	2385		11<-37<-4<-3<-30<-25
12	1621		12<-32<-25
13	847		13<-33<-31<-34<-30<-25
14	924		14<-30<-25
15	1029		15<-34<-30<-25
16	1148		16<-30<-25
17	4114		17<-33<-31<-34<-30<-25
18	733		18<-31<-34<-30<-25
19	633		19<-31<-34<-30<-25
20	1400		20<-32<-25
21	1827		21<-37<-4<-3<-30<-25
22	2533		22<-30<-25
23	1793		23<-32<-25
24	762		24<-25
25	0		25
26	2778		26<-33<-31<-34<-30<-25
27	2405		27<-38<-32<-25
28	2019		28<-31<-34<-30<-25
29	1394		29<-13<-33<-31<-34<-30<-25
30	492		30<-25
31	625		31<-34<-30<-25
32	773		32<-25
33	772		33<-31<-34<-30<-25
34	610		34<-30<-25
35	1381		35<-31<-34<-30<-25
36	1052		36<-24<-25
37	1009		37<-4<-3<-30<-25
38	1395		38<-32<-25
39	878		39<-19<-31<-34<-30<-25
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	2724		0<-35<-19<-30
1	2296		1<-33<-30
2	2365		2<-1<-33<-30
3	2053		3<-32<-35<-19<-30
4	1393		4<-5<-30
5	135		5<-30
6	394		6<-37<-5<-30
7	916		7<-37<-5<-30
8	2752		8<-32<-35<-19<-30
9	2607		9<-31<-20<-35<-19<-30
10	1954		10<-32<-35<-19<-30
11	2848		11<-36<-32<-35<-19<-30
12	1740		12<-37<-5<-30
13	1954		13<-39<-19<-30
14	2211		14<-31<-20<-35<-19<-30
15	2058		15<-34<-18<-35<-19<-30
16	1402		16<-39<-19<-30
17	1619		17<-30
18	1531		18<-35<-19<-30
19	807		19<-30
20	1274		20<-35<-19<-30
21	1798		21<-34<-18<-35<-19<-30
22	2120		22<-38<-18<-35<-19<-30
23	1471		23<-30
24	1747		24<-31<-20<-35<-19<-30
25	103		25<-30
26	573		26<-30
27	1757		27<-28<-29<-7<-37<-5<-30
28	1653		28<-29<-7<-37<-5<-30
29	1267		29<-7<-37<-5<-30
30	0		30
31	1564		31<-20<-35<-19<-30
32	1542		32<-35<-19<-30
33	1351		33<-30
34	1643		34<-18<-35<-19<-30
35	817		35<-19<-30
36	1693		36<-32<-35<-19<-30
37	232		37<-5<-30
38	1539		38<-18<-35<-19<-30
39	1156		39<-19<-30
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	1880		0<-34<-21<-30<-27
1	1463		1<-30<-27
2	1592		2<-39<-25<-24<-33<-27
3	1885		3<-33<-27
4	1280		4<-34<-21<-30<-27
5	1148		5<-37<-26<-35<-27
6	1825		6<-37<-26<-35<-27
7	1254		7<-35<-27
8	1041		8<-35<-27
9	648		9<-33<-27
10	951		10<-35<-27
11	2368		11<-10<-35<-27
12	1353		12<-30<-27
13	1474		13<-35<-27
14	723		14<-33<-27
15	2556		15<-34<-21<-30<-27
16	3414		16<-17<-18<-33<-27
17	641		17<-18<-33<-27
18	578		18<-33<-27
19	1893		19<-31<-24<-33<-27
20	1129		20<-38<-17<-18<-33<-27
21	1092		21<-30<-27
22	1506		22<-21<-30<-27
23	1310		23<-36<-31<-24<-33<-27
24	401		24<-33<-27
25	531		25<-24<-33<-27
26	895		26<-35<-27
27	0		27
28	1955		28<-38<-17<-18<-33<-27
29	2461		29<-31<-24<-33<-27
30	756		30<-27
31	972		31<-24<-33<-27
32	962		32<-9<-33<-27
33	22		33<-27
34	1259		34<-21<-30<-27
35	859		35<-27
36	1204		36<-31<-24<-33<-27
37	1001		37<-26<-35<-27
38	1121		38<-17<-18<-33<-27
39	1259		39<-25<-24<-33<-27
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	2438		0<-34<-21<-39<-6
1	1397		1<-39<-6
2	2487		2<-33<-39<-6
3	1373		3<-32<-39<-6
4	2413		4<-36<-35<-37<-1<-39<-6
5	1798		5<-32<-39<-6
6	0		6
7	4381		7<-31<-3<-32<-39<-6
8	2133		8<-31<-3<-32<-39<-6
9	1664		9<-39<-6
10	1832		10<-39<-6
11	2868		11<-36<-35<-37<-1<-39<-6
12	2449		12<-37<-1<-39<-6
13	2433		13<-14<-36<-35<-37<-1<-39<-6
14	2313		14<-36<-35<-37<-1<-39<-6
15	2386		15<-36<-35<-37<-1<-39<-6
16	1664		16<-31<-3<-32<-39<-6
17	965		17<-32<-39<-6
18	1840		18<-17<-32<-39<-6
19	1046		19<-33<-39<-6
20	1975		20<-19<-33<-39<-6
21	1528		21<-39<-6
22	3972		22<-32<-39<-6
23	2089		23<-33<-39<-6
24	2045		24<-33<-39<-6
25	2569		25<-24<-33<-39<-6
26	1159		26<-39<-6
27	1412		27<-39<-6
28	2817		28<-37<-1<-39<-6
29	3337		29<-6
30	2296		30<-37<-1<-39<-6
31	1551		31<-3<-32<-39<-6
32	576		32<-39<-6
33	957		33<-39<-6
34	1609		34<-21<-39<-6
35	1793		35<-37<-1<-39<-6
36	1871		36<-35<-37<-1<-39<-6
37	1525		37<-1<-39<-6
38	1863		38<-26<-39<-6
39	395		39<-6
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	2000		0<-35<-7
1	2111		1<-36<-38<-19<-35<-7
2	2426		2<-35<-7
3	2657		3<-36<-38<-19<-35<-7
4	2261		4<-34<-30<-15<-35<-7
5	4166		5<-30<-15<-35<-7
6	2780		6<-37<-26<-35<-7
7	0		7
8	2416		8<-36<-38<-19<-35<-7
9	1534		9<-30<-15<-35<-7
10	2516		10<-9<-30<-15<-35<-7
11	2225		11<-38<-19<-35<-7
12	2042		12<-34<-30<-15<-35<-7
13	1526		13<-35<-7
14	2104		14<-35<-7
15	1151		15<-35<-7
16	3355		16<-15<-35<-7
17	1855		17<-18<-19<-35<-7
18	1032		18<-19<-35<-7
19	940		19<-35<-7
20	3034		20<-36<-38<-19<-35<-7
21	1924		21<-30<-15<-35<-7
22	2861		22<-32<-21<-30<-15<-35<-7
23	1984		23<-31<-36<-38<-19<-35<-7
24	2139		24<-30<-15<-35<-7
25	2429		25<-30<-15<-35<-7
26	1611		26<-35<-7
27	2134		27<-34<-30<-15<-35<-7
28	2226		28<-31<-36<-38<-19<-35<-7
29	2028		29<-31<-36<-38<-19<-35<-7
30	1469		30<-15<-35<-7
31	1768		31<-36<-38<-19<-35<-7
32	2705		32<-21<-30<-15<-35<-7
33	1528		33<-19<-35<-7
34	1600		34<-30<-15<-35<-7
35	788		35<-7
36	1451		36<-38<-19<-35<-7
37	1722		37<-26<-35<-7
38	1230		38<-19<-35<-7
39	1588		39<-7
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	2566		0<-38<-5
1	3642		1<-31<-22<-33<-38<-5
2	2632		2<-33<-38<-5
3	3835		3<-2<-33<-38<-5
4	3556		4<-37<-23<-38<-5
5	0		5
6	3247		6<-34<-5
7	2120		7<-33<-38<-5
8	2172		8<-38<-5
9	1922		9<-33<-38<-5
10	2094		10<-9<-33<-38<-5
11	3239		11<-32<-2<-33<-38<-5
12	3152		12<-31<-22<-33<-38<-5
13	2488		13<-33<-38<-5
14	1790		14<-38<-5
15	2927		15<-34<-5
16	3798		16<-34<-5
17	2826		17<-33<-38<-5
18	3752		18<-31<-22<-33<-38<-5
19	3194		19<-36<-14<-38<-5
20	2774		20<-33<-38<-5
21	4306		21<-38<-5
22	2386		22<-33<-38<-5
23	2554		23<-38<-5
24	3107		24<-32<-2<-33<-38<-5
25	2680		25<-38<-5
26	2477		26<-38<-5
27	2300		27<-38<-5
28	1681		28<-34<-5
29	2508		29<-33<-38<-5
30	2329		30<-5
31	2679		31<-22<-33<-38<-5
32	3025		32<-2<-33<-38<-5
33	1645		33<-38<-5
34	1680		34<-5
35	3292		35<-32<-2<-33<-38<-5
36	2371		36<-14<-38<-5
37	2798		37<-23<-38<-5
38	1597		38<-5
39	3121		39<-38<-5
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1383		0<-37<-36<-4
1	3289		1<-2<-37<-36<-4
2	1260		2<-37<-36<-4
3	1324		3<-36<-4
4	0		4
5	3277		5<-39<-6<-36<-4
6	1567		6<-36<-4
7	2758		7<-6<-36<-4
8	3031		8<-39<-6<-36<-4
9	1499		9<-35<-36<-4
10	1493		10<-36<-4
11	2510		11<-34<-25<-39<-6<-36<-4
12	4140		12<-31<-23<-35<-36<-4
13	1493		13<-35<-36<-4
14	3360		14<-37<-36<-4
15	2196		15<-37<-36<-4
16	1264		16<-36<-4
17	1864		17<-39<-6<-36<-4
18	2231		18<-37<-36<-4
19	2008		19<-36<-4
20	1838		20<-35<-36<-4
21	1486		21<-36<-4
22	2980		22<-31<-23<-35<-36<-4
23	1810		23<-35<-36<-4
24	1796		24<-37<-36<-4
25	1854		25<-39<-6<-36<-4
26	2465		26<-32<-4
27	2335		27<-32<-4
28	1870		28<-39<-6<-36<-4
29	2023		29<-28<-39<-6<-36<-4
30	2002		30<-16<-36<-4
31	2284		31<-23<-35<-36<-4
32	1839		32<-4
33	2789		33<-0<-37<-36<-4
34	1884		34<-25<-39<-6<-36<-4
35	1239		35<-36<-4
36	1035		36<-4
37	1052		37<-36<-4
38	3133		38<-35<-36<-4
39	1627		39<-6<-36<-4
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	2649		0<-29<-34<-13
1	2394		1<-29<-34<-13
2	1639		2<-33<-13
3	3615		3<-37<-36<-6<-34<-13
4	2497		4<-34<-13
5	2702		5<-29<-34<-13
6	1697		6<-34<-13
7	2580		7<-6<-34<-13
8	2534		8<-34<-13
9	3541		9<-34<-13
10	1619		10<-29<-34<-13
11	2469		11<-39<-34<-13
12	3872		12<-39<-34<-13
13	0		13
14	2729		14<-33<-13
15	3725		15<-16<-31<-36<-6<-34<-13
16	3212		16<-31<-36<-6<-34<-13
17	1864		17<-34<-13
18	2812		18<-30<-2<-33<-13
19	2643		19<-34<-13
20	2001		20<-32<-33<-13
21	2389		21<-35<-26<-32<-33<-13
22	3118		22<-34<-13
23	4137		23<-33<-13
24	3212		24<-35<-26<-32<-33<-13
25	2160		25<-35<-26<-32<-33<-13
26	1556		26<-32<-33<-13
27	2060		27<-34<-13
28	2787		28<-38<-39<-34<-13
29	1502		29<-34<-13
30	2091		30<-2<-33<-13
31	2663		31<-36<-6<-34<-13
32	1540		32<-33<-13
33	1398		33<-13
34	1246		34<-13
35	1685		35<-26<-32<-33<-13
36	2488		36<-6<-34<-13
37	3333		37<-36<-6<-34<-13
38	2094		38<-39<-34<-13
39	1876		39<-34<-13
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	2803		0<-34<-27<-26<-35<-5
1	1948		1<-38<-27<-26<-35<-5
2	3150		2<-33<-38<-27<-26<-35<-5
3	2054		3<-29<-31<-38<-27<-26<-35<-5
4	2558		4<-39<-24<-35<-5
5	0		5
6	2019		6<-5
7	2190		7<-38<-27<-26<-35<-5
8	2054		8<-36<-31<-38<-27<-26<-35<-5
9	4972		9<-32<-35<-5
10	1447		10<-35<-5
11	1685		11<-10<-35<-5
12	3029		12<-32<-35<-5
13	2346		13<-29<-31<-38<-27<-26<-35<-5
14	2706		14<-34<-27<-26<-35<-5
15	4101		15<-35<-5
16	2907		16<-36<-31<-38<-27<-26<-35<-5
17	1870		17<-32<-35<-5
18	2612		18<-34<-27<-26<-35<-5
19	2106		19<-35<-5
20	2154		20<-33<-38<-27<-26<-35<-5
21	2817		21<-38<-27<-26<-35<-5
22	4335		22<-23<-35<-5
23	2141		23<-35<-5
24	2058		24<-35<-5
25	3175		25<-34<-27<-26<-35<-5
26	1427		26<-35<-5
27	1598		27<-26<-35<-5
28	2266		28<-29<-31<-38<-27<-26<-35<-5
29	1888		29<-31<-38<-27<-26<-35<-5
30	2136		30<-38<-27<-26<-35<-5
31	1822		31<-38<-27<-26<-35<-5
32	1494		32<-35<-5
33	2042		33<-38<-27<-26<-35<-5
34	2447		34<-27<-26<-35<-5
35	1245		35<-5
36	2039		36<-31<-38<-27<-26<-35<-5
37	2364		37<-35<-5
38	1689		38<-27<-26<-35<-5
39	2210		39<-24<-35<-5
Ilosc krawedzi 390 Ilosc wierzcholkow 40 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	1666		0<-37<-12<-30<-39<-21
1	1174		1<-35<-30<-39<-21
2	1659		2<-37<-12<-30<-39<-21
3	856		3<-35<-30<-39<-21
4	859		4<-35<-30<-39<-21
5	1145		5<-35<-30<-39<-21
6	2690		6<-37<-12<-30<-39<-21
7	2800		7<-36<-33<-32<-39<-21
8	1031		8<-30<-39<-21
9	5004		9<-33<-32<-39<-21
10	1099		10<-39<-21
11	1783		11<-35<-30<-39<-21
12	1048		12<-30<-39<-21
13	1585		13<-14<-39<-21
14	1443		14<-39<-21
15	2534		15<-38<-24<-39<-21
16	2063		16<-37<-12<-30<-39<-21
17	1779		17<-39<-21
18	1984		18<-38<-24<-39<-21
19	2032		19<-39<-21
20	1933		20<-39<-21
21	0		21
22	2475		22<-35<-30<-39<-21
23	1646		23<-39<-21
24	479		24<-39<-21
25	1253		25<-32<-39<-21
26	1590		26<-25<-32<-39<-21
27	1657		27<-38<-24<-39<-21
28	1799		28<-29<-39<-21
29	1644		29<-39<-21
30	340		30<-39<-21
31	2474		31<-23<-39<-21
32	930		32<-39<-21
33	1018		33<-32<-39<-21
